Source	Station	IBMR_strata	IBMR_strata2	Year	Month	Day	1	2	3	4	5	6	7	8	9	10	11	12
20mm	809	6	7	2001	6	25	4.660646799	262.8184285	5835.129792	12991.57047	93.42319072	0	56.06793141	0	117.742656	35.04245713	0	0
20mm	809	6	7	2001	7	9	0	512.6226202	5523.399995	5524.704853	82.82738821	0	62.13607518	0	0	31.06803759	0	0
20mm	812	6	7	2001	3	20	0	52.41042113	9.046993969	81.21339075	0	56.36306147	0.722603352	86.71240226	404.6578772	4.817355681	7.389823615	0
20mm	812	6	7	2001	4	3	0.369177444	239.0104735	10.42579307	122.0117573	0	54.40509696	6.939425633	55.51540506	265.8077595	22.20616202	51.09637882	0
20mm	812	6	7	2001	4	17	0	740.4216465	37.97967476	237.4033025	0	58.64806006	25.78492296	80.89387595	237.8279953	5.055867247	0	0
20mm	812	6	7	2001	5	1	0	3201.417595	308.8846005	0	0	1917.311989	70.48941134	5639.152907	1065.799899	0	0	0
20mm	812	6	7	2001	5	15	0	1730.321503	448.9297943	658.9691396	0	904.7000033	91.02164667	6178.439047	1112.119028	0	507.7352945	0
20mm	812	6	7	2001	5	30	0	888.9650542	3984.843976	11012.33599	0	1042.476662	124.543672	1845.091437	1084.913765	0	0	0
20mm	812	6	7	2001	6	12	0	168.4252874	6747.790714	49817.16835	0	314.3938698	44.91340997	0	0	0	0	0
20mm	812	6	7	2001	6	26	0	75.17203277	5772.410282	1749.65412	0	15.03440655	5.011468851	0	84.1926767	0	0	0
20mm	815	6	7	2001	3	20	0	133.6389336	8.865360296	36.25096808	0	137.3705988	0.70809587	70.80958703	1237.185105	7.080958703	21.7243813	0
20mm	815	6	7	2001	4	3	0	268.1147667	4.270407957	314.314987	0	137.7991066	4.775216566	54.57390361	767.8548237	6.821737951	167.4327363	0
20mm	815	6	7	2001	4	17	0	1145.998592	56.98134381	310.6666556	0	142.605067	21.23905254	273.0735326	598.9412816	0	93.08773312	0
20mm	815	6	7	2001	5	1	0	2987.024403	364.0726784	2493.839689	0	8636.548361	58.15857482	15993.60808	3663.990214	0	669.1144033	0
20mm	815	6	7	2001	5	15	0	1754.617268	794.6394718	1286.624126	0	1516.923592	47.60220478	5458.386148	1599.434081	0	778.8990094	0
20mm	815	6	7	2001	5	30	0	1754.043948	8018.796778	6692.679631	0	4602.764166	575.3455207	4776.453379	7294.94698	0	0	0
20mm	815	6	7	2001	6	12	0	0	7621.254734	20411.51557	0	689.1242451	97.62593472	689.1242451	578.8643658	0	0	0
20mm	815	6	7	2001	6	26	0	66.9747891	12018.84915	1893.734487	0	133.9495782	22.3249297	0	225.0352914	0	0	0
20mm	901	6	7	2001	3	19	0	12.55181597	1.547044063	31.6297607	0	31.63284984	0.06178291	22.24184755	100.6814299	17.91704386	0	0
20mm	901	6	7	2001	4	2	0	340.8828735	9.464349086	232.2016061	0	112.8868049	4.283651077	40.31671602	393.692732	2.519794751	30.92292119	0
20mm	901	6	7	2001	4	16	0	651.277255	24.58909934	1016.634217	0	124.3857528	3.927971141	91.65265995	120.9815111	3.273309284	80.34010306	0
20mm	901	6	7	2001	4	30	0	4398.849315	0	1781.092112	0	881.0513923	60.07168584	1468.418987	953.1374153	0	204.7777024	0
20mm	901	6	7	2001	5	14	0	4039.346496	1253.433373	2835.720081	0	823.6691856	38.68059711	3913.566296	764.5106252	0	767.8781125	0
20mm	901	6	7	2001	5	29	0	415.7706511	4005.387725	9365.244788	0	198.7847129	37.27213367	124.2404456	313.0859229	0	285.8772653	0
20mm	901	6	7	2001	6	11	0	196.0354633	4145.14809	20661.31013	0	0	13.06903089	0	146.3731459	0	0	0
20mm	901	6	7	2001	6	25	0	493.7101457	16017.37604	19455.56917	0	166.148459	41.53711474	0	139.5647055	0	0	0
20mm	901	6	7	2001	7	9	0	237.2439416	5202.515206	1188.405228	0	66.14073523	17.25410484	0	24.15574678	0	0	0
20mm	902	3	4	2001	3	19	0	115.2517425	17.24265777	143.0334928	0	140.4753269	0.688604544	110.176727	942.837341	75.74649979	10.5631937	0
20mm	902	3	4	2001	4	2	0	565.2529881	5.280924865	487.7220936	0	49.77229505	8.435982213	286.8233952	673.1913806	33.74392885	129.4079671	0
20mm	902	3	4	2001	4	16	0	3306.857599	26.82753207	2705.916595	0	261.4184434	10.71387063	171.4219301	467.9818693	21.42774127	1117.585274	0
20mm	902	3	4	2001	4	30	0	9482.56187	315.7978481	3099.157348	0	736.5253327	60.53632871	5246.481822	1356.013763	0	2631.110634	0
20mm	902	3	4	2001	5	14	0	6092.785964	2295.191285	4797.855238	0	534.0249205	59.77890902	4941.723145	803.4285372	0	2689.891495	0
20mm	902	3	4	2001	5	29	0	1103.381747	4325.187355	13459.90836	0	633.3474561	28.78852073	4112.645819	138.1848995	0	378.5279212	0
20mm	902	3	4	2001	6	11	0	156.436533	7246.765953	14477.10607	0	344.1603725	93.86191978	208.582044	0	0	0	0
20mm	902	3	4	2001	6	25	0	135.3560901	15703.8331	10016.35067	0	776.0415835	99.26113277	0	0	0	0	0
20mm	902	3	4	2001	7	9	0	36.91405365	6192.996952	3110.944176	0	221.4843219	95.97653948	0	537.468621	24.6093691	0	0
20mm	906	3	4	2001	3	20	0	294.785245	0	14.30614375	0	90.8440128	0.715307187	114.44915	775.1068682	17.88267969	142.6465593	0
20mm	906	3	4	2001	4	2	0	742.1320395	40.55207042	554.1414511	0	341.7127339	4.048729075	388.6779912	720.9976738	24.29237445	198.7440129	0
20mm	906	3	4	2001	4	17	0	3560.027845	0	1017.567058	0	1483.344935	155.1457713	1059.532097	2987.880513	0	1393.133345	0
20mm	906	3	4	2001	4	30	0	8523.558405	409.0576174	1672.660122	0	18982.62586	98.01700098	32018.88699	15094.61815	0	1503.580795	0
20mm	906	3	4	2001	5	15	0	5071.496834	3063.15175	2525.21737	0	1063.7421	106.37421	10424.67258	5450.614519	53.18710498	1794.958419	0
20mm	906	3	4	2001	5	29	0	2574.646609	17453.25512	8044.566717	0	8997.829751	1153.242968	13686.83962	2767.783123	0	1166.422888	0
20mm	906	3	4	2001	6	12	0	157.0681694	9111.419794	14812.15665	0	471.2045082	89.00529599	1884.818033	87.95817486	0	0	0
20mm	906	3	4	2001	6	26	0	125.4626965	2827.427329	542.6321369	0	561.5949273	16.72835954	0	60.22209433	0	0	0
20mm	910	3	4	2001	3	19	0	662.6787062	0	39.0686363	0	311.3586017	9.157605931	183.1521186	2500.026419	45.78802966	105.3582562	0
20mm	910	3	4	2001	4	2	2.369867937	3447.462925	44.61766401	235.8998618	0	858.8543952	42.7645342	498.9195657	4280.729873	106.9113355	1093.346591	0
20mm	910	3	4	2001	4	16	0	7850.422327	0	4596.58456	0	39415.97073	493.8219568	34118.60793	26397.02823	448.9290517	4131.942992	0
20mm	910	3	4	2001	4	30	0	2875.783911	166.3424096	0	0	8104.542322	186.0058894	26040.82451	6696.212017	0	1222.855861	0
20mm	910	3	4	2001	5	14	0	769.1462871	664.9518309	357.9209935	0	2558.992669	125.5354894	5407.682621	4623.568641	48.28288055	148.1318775	0
20mm	910	3	4	2001	5	29	0	2602.287009	24355.21352	11027.22436	0	30948.02763	383.1660564	20042.53218	14855.05326	0	0	0
20mm	910	3	4	2001	6	11	0	352.4081917	21766.60943	6343.347451	0	7776.474097	140.9632767	21144.4915	2762.880223	0	0	0
20mm	910	3	4	2001	6	26	0	0	100467.9058	126991.1338	0	41291.59566	389.5433553	0	2617.731347	0	0	0
20mm	912	3	4	2001	3	19	0	1950.26913	0	88.10594429	0	528.6356658	26.43178329	0	2343.618118	14.68432405	585.6695803	0
20mm	912	3	4	2001	4	2	0	62933.13634	0	0	0	11890.63429	41.1440633	4937.287596	19008.55724	0	15147.59834	0
20mm	912	3	4	2001	4	16	0	10189.8835	0	0	0	32079.8233	302.6398425	36316.7811	35590.44547	0	7737.491973	0
20mm	912	3	4	2001	4	30	0	463.6130642	160.8991147	0	0	5911.628816	32.12841748	45493.83915	4426.010792	64.25683496	1182.839818	0
20mm	912	3	4	2001	5	14	0	115.379173	131.7416549	179.566401	0	2030.841804	26.30624099	4945.573306	2121.335273	78.91872297	0	0
20mm	912	3	4	2001	5	29	0	5040.850222	39141.77024	3182.415089	0	36722.08273	1290.235339	81384.07525	35015.00214	0	1522.4777	0
20mm	912	3	4	2001	6	11	0	1649.127129	40605.90758	58496.18837	0	63106.59812	219.8836171	24187.19789	5541.067152	0	0	0
20mm	912	3	4	2001	6	26	0	0	50707.95311	74587.03127	0	44752.21876	120.3016633	1604.022178	2694.757259	0	0	0
20mm	914	3	4	2001	3	19	0	1086.114299	66.03849215	45.00586536	0	239.9961176	9.230619909	527.4639948	2658.418534	13.18659987	121.3694652	0
20mm	914	3	4	2001	4	2	3.341261128	4067.319684	125.8122987	685.9382996	0	1396.797885	32.65894336	2110.270186	4853.621428	0	1001.976382	0
20mm	914	3	4	2001	4	16	0	8493.510047	504.7885018	2064.109213	0	20360.87806	100.7964261	11289.19972	12192.3357	0	3092.434352	0
20mm	914	3	4	2001	4	30	0	12440.16983	1062.566014	4344.893537	0	59154.03448	127.3042349	16973.89799	22812.91889	0	3905.693926	0
20mm	914	3	4	2001	5	14	0	15173.47101	8768.461823	7166.646741	0	4252.163709	100.0509108	63032.07381	8824.490333	0	13045.63826	0
20mm	914	3	4	2001	5	29	0	2744.764823	40350.42095	36738.60832	0	18085.65969	62.58013733	16270.83571	2102.692614	0	959.9793067	0
20mm	914	3	4	2001	6	11	0	490.981725	9835.345916	17855.58695	0	11259.84756	240.03551	37532.8252	366.599688	0	0	0
20mm	914	3	4	2001	6	25	0	278.9479505	8800.919418	5036.423843	0	1718.319375	197.1232184	0	249.9373637	37.19306007	0	0
20mm	915	3	4	2001	3	19	0	373.1467899	6.429403973	155.6203339	0	91.40845904	4.621776019	82.164907	854.1042082	35.94714681	94.53072551	0
20mm	915	3	4	2001	4	2	0	734.0262272	0	608.7780495	0	231.5334406	6.522068748	1173.972375	1698.346702	16.30517187	350.1698711	0
20mm	915	3	4	2001	4	16	0	2699.454391	22.51478504	552.3855047	0	287.7288822	5.394916542	863.1866467	755.2883159	17.98305514	1158.612277	0
20mm	915	3	4	2001	4	30	0	7972.414421	305.0196447	2652.050797	0	694.3338558	60.90647858	5116.144201	1432.520376	0	7661.304128	0
20mm	915	3	4	2001	5	14	0	1816.410024	1120.602425	3128.116001	0	216.4771754	41.63022605	3829.980797	349.6938989	0	2043.544536	0
20mm	915	3	4	2001	5	29	0	328.4987807	4955.857316	9817.514739	0	551.5007962	4.447587066	2668.55224	224.1583881	0	0	0
20mm	915	3	4	2001	6	11	0	0	18291.01136	13219.50449	0	677.7572472	165.6739938	1807.352659	0	75.3063608	231.0399149	0
20mm	915	3	4	2001	6	25	0	421.3179504	11121.24906	4903.157867	0	315.9884628	87.774573	140.4393168	0	0	0	0
20mm	915	3	4	2001	7	9	0	166.9381085	12865.51195	3799.251669	0	259.6815022	233.7133519	0	0	0	0	0
20mm	918	3	4	2001	3	19	0	500.5437364	0	117.1953611	0	54.04122115	1.743265198	69.73060794	1010.396509	8.716325992	120.3375966	0
20mm	918	3	4	2001	4	2	0	212.0506202	6.561562406	35.77414136	0	117.3953657	2.882475498	157.2259362	352.1860972	2.620432271	56.27640345	0
20mm	918	3	4	2001	4	16	0	2822.965779	74.57196413	728.982643	0	328.7837396	8.338718034	857.6967121	640.413545	0	1425.348986	0
20mm	918	3	4	2001	4	30	0	4001.360763	119.1467465	2133.435742	0	1256.179755	14.27476994	3045.284255	1518.835522	0	4671.466047	0
20mm	918	3	4	2001	5	14	0	585.2360375	391.4974913	912.1056197	0	687.9348888	32.38654509	1786.843867	750.4744242	0	1336.246515	0
20mm	918	3	4	2001	5	29	0	941.2113025	3155.756358	14141.39834	0	761.1139497	19.7691935	790.76774	415.1530635	0	303.2594283	0
20mm	918	3	4	2001	6	11	0	0	7400.459143	11996.68413	0	1094.612937	65.6767762	1094.612937	275.8424601	0	0	0
20mm	918	3	4	2001	6	25	0	244.7053689	6844.196469	3036.519967	0	430.7026532	72.88814131	132.5238933	612.260387	0	101.6458261	0
20mm	918	3	4	2001	7	9	0	0	13866.78983	2281.828119	0	231.7094294	162.1966006	0	155.7087365	0	0	0
20mm	919	4	5	2001	3	20	0	394.9390836	9.445884819	60.35709149	0	116.1874011	9.053563724	181.0712745	1571.698662	0	46.29388917	0
20mm	919	4	5	2001	4	3	0	2929.501452	177.2766555	47.19825758	0	544.3532374	4.719825758	1573.275253	1374.413261	15.73275253	530.9489322	0
20mm	919	4	5	2001	4	17	0	1744.073022	48.78253464	592.5012883	0	896.1647737	3.896368581	2026.111662	916.4258903	0	418.3920583	0
20mm	919	4	5	2001	5	1	0	2041.258714	305.1407997	254.9068466	0	1375.679147	32.49635779	2166.423853	2456.72465	0	415.4117738	0
20mm	919	4	5	2001	5	15	0	4192.562746	1490.868458	1160.398484	0	2536.899376	238.1579006	1656.750613	3740.114508	0	1429.568685	0
20mm	919	4	5	2001	5	29	0	0	6167.48938	2256.510121	0	7811.402571	1548.205915	8444.759535	8571.430928	0	0	0
20mm	919	4	5	2001	6	12	0	0	13069.50709	9055.434295	0	5961.494244	1207.391239	2515.398415	1267.760801	0	0	0
20mm	919	4	5	2001	6	26	0	0	14419.91733	1342.076267	0	158.8621498	242.7060622	0	296.5426796	0	0	0
EMP	NZ004	NA	NA	2001	3	20	9.24084	4661.89419	86.98896	19089.71592	0	0	3472.857	0	1950.97923	138.95	213.16464	0
EMP	NZ028	12	13	2001	1	4	294.38752	187.2195	0	1630.1412	9.331	0	1547.311	0	124.74481	552.49	32.214	0
EMP	NZ028	12	13	2001	2	2	775.32483	336.79914	0	17.54592	7.83804	0	4828.175	0	474.30834	586.48	0	0
EMP	NZ028	12	13	2001	3	16	0.4123	321.70716	0	31.7409	8.2646	94.228	2192.681	62	1621.6704	1205.22	142.662	0
EMP	NZ028	12	13	2001	4	16	523.71543	16.06374	0	21.14415	0	3.078	2922.3227	0	34.81731	10.26	26.2314	0
EMP	NZ028	12	13	2001	5	16	673.68091	155.6208	17.07728	655.89476	0	2.73	7963.2655	54.56	61.1184	0	0	12.1121
EMP	NZ028	12	13	2001	6	13	535.86498	51.36822	6.08472	42.51803	6.47838	0.726	4714.465	0	4.0824	575.92	0	25.84802
EMP	NZ028	12	13	2001	7	13	2.87413	253.95	18.04132	2076.25213	48.01466	0	2.522	0	7.96362	10.81	0	76.71884
EMP	NZ028	12	13	2001	8	13	3735.95537	137.805	9.2022	408.8194	58.7853	0	10338.916	0	268.3678022	9.19	0	14.66762
EMP	NZ028	12	13	2001	9	11	2002.15008	1027.455	0	1151.59275	1281.8128	0	4301.734	0	47.24930101	1075.27	0	0
EMP	NZ028	12	13	2001	10	10	535.23323	253.51476	3.30528	116.72364	320.42654	0	3161.184	0	29.90688	0	0	3.51384
EMP	NZ028	12	13	2001	11	9	1223.50956	88.95096	3.68088	26.8005	185.74022	0	4310.639	0	15.82131	1149.43	0	7.82628
EMP	NZ028	12	13	2001	12	7	378.24136	109.42752	1.878	5.1195	412.85676	3.606	1079.65	0	164.1864	4.51	46.11204	12.00562
EMP	NZ032	10	11	2001	1	4	2181.66151	2868.75525	0	0	96.26926	0	4078.572	0	2945.66085	2233.91	443.11124	48.0491
EMP	NZ032	10	11	2001	2	2	75.56794	717.95597	0	46.17789	0	46.008	2846.323	108.28	4206.048	135.33	83.05076	0
EMP	NZ032	10	11	2001	3	16	0	380.61688	0	0	0	13.752	2333.4414	91.68	11703.7704	1979.54	773.38144	0
EMP	NZ032	10	11	2001	4	16	75.32854	378.52166	4.51972	492.22286	0	2.166	1208.9813	0	484.5792	1702.73	55.31604	0
EMP	NZ032	10	11	2001	5	16	4831.87271	630.10212	68.87252	651.64409	0	0	16123.3426	12.96	179.424	1152.67	99.28048	8.62488
EMP	NZ032	10	11	2001	6	13	2874.16724	99.49382	254.61924	213.35219	5.17204	4.65	15804.364	0	104.1264	1710.36	0	386.68212
EMP	NZ032	10	11	2001	7	13	5985.57057	106.2	85.9498	340.94775	62.9176	2.574	17225.225	0	0	1130.42	0	137.06638
EMP	NZ032	10	11	2001	8	13	5214.63075	413.13	0	1272.5537	367.13486	0	3.523	0	115.8893449	12.81	0	42.61862
EMP	NZ032	10	11	2001	9	11	3362.3597	1919.475	0	1564.54485	2361.83606	0	12811.942	0	397.098067	0	0	26.19408
EMP	NZ032	10	11	2001	10	10	3930.01434	650.00694	8.8266	560.4577	1212.7634	0	15116.104	0	43.72156255	7.05	10.83004	0
EMP	NZ032	10	11	2001	11	9	3133.90826	694.61343	6.62308	168.01015	1719.25008	0	8505.747	0	79.9176	4028.28	97.31696	42.21932
EMP	NZ032	10	11	2001	12	7	392.08932	757.57487	0	0	18.28876	4.116	3104.596	0	1244.3592	0	105.20172	0
EMP	NZ048	8	9	2001	1	5	74.7194	783.13353	0	2389.79096	0	0	1576.517	0	131.51487	0	26.72228	0
EMP	NZ048	8	9	2001	2	5	622.21257	640.77273	0	120.2552	0	0	2609.7805	0	177.3435	60.44	0	0
EMP	NZ048	8	9	2001	3	19	180.23761	1779.54672	0	59.69337	0	48.972	6623.561	69.96	1685.44749	227.36	965.83708	0
EMP	NZ048	8	9	2001	4	17	1633.44748	71.01037	0	3747.00345	0	0	3127.218	0	71.2152	555.56	26.01664	0
EMP	NZ048	8	9	2001	5	17	704.65661	284.98825	12.04424	3034.58642	0	0	6300.6165	0	32.3232	28.86	59.02832	0
EMP	NZ048	8	9	2001	6	14	1273.98971	67.08706	22.14788	1258.3134	0	0	9551.5709	0	27.11817	581.26	0	131.87548
EMP	NZ048	8	9	2001	7	16	4260.85317	158.45274	23.39988	1047.99627	99.68174	0	17711.5138	0	374.21511	585.17	0	49.75278
EMP	NZ048	8	9	2001	8	14	1827.15267	114.33	0	82.654	175.47612	0	7033.14	0	3.48132	0	0	18.44766
EMP	NZ048	8	9	2001	9	12	2766.38404	1322.745	33.45344	1510.77415	2742.7808	0	7598.967	0	173.2113947	13.36	0	35.56432
EMP	NZ048	8	9	2001	10	11	3173.86412	901.53	6.77332	102.13539	2136.42576	0	9773.268	0	139.6182	0	16.59788	0
EMP	NZ048	8	9	2001	11	13	1368.09652	113.36574	0	26.05032	116.3709	0	6914.286	0	270.6025266	0.73	0	0
EMP	NZ048	8	9	2001	12	10	920.41586	128.23455	3.73096	29.253	1375.89594	1.788	6075.0107	0	138.9387	574.71	0	7.93276
EMP	NZ054	8	9	2001	1	8	375.69175	3496.24893	0	3464.984	0	0	1462.25	0	184.16526	0	0	0
EMP	NZ054	8	9	2001	2	5	508.67313	517.97928	0	19.76127	0	0	1883.5943	0	4140.23175	1230.48	53.29116	0
EMP	NZ054	8	9	2001	3	19	181.49845	520.22702	0	46.89462	48.84112	65.94	1409.8284	164.84	692.3784	137.37	168.5866	0
EMP	NZ054	8	9	2001	4	18	1281.48027	376.08522	0	177.32053	15.5961	3.51	3332.8116	0	49.14	591.59	71.82188	0
EMP	NZ054	8	9	2001	5	18	2890.2097	447.44666	42.0672	458.67307	0	0	13910.2732	0	48.1656	0	154.6272	29.8144
EMP	NZ054	8	9	2001	6	15	3845.42501	18.85662	44.20812	67.38022	0	0	17119.3959	0	26.964	1666.67	4.93948	726.35332
EMP	NZ054	8	9	2001	7	17	5232.85308	370.02442	54.16152	532.9057	100.9081	0	25905.905	0	1375.110042	2.7	0	129.53292
EMP	NZ054	8	9	2001	8	15	3547.14325	672.03	13.459	10.68272	879.08684	0	19504.301	0	49.48093321	10.75	0	28.6165
EMP	NZ054	8	9	2001	9	13	3947.50517	1203.735	0	0	1949.85908	0	14068.981	0	134.2099858	10.16	0	27.04592
EMP	NZ054	8	9	2001	10	12	3042.02122	1447.40673	0	0	3619.14832	0	12287.234	0	1231.714482	78.32	0	0
EMP	NZ054	8	9	2001	11	14	1738.84732	128.67213	4.89532	29.12384	708.06294	0	5000	0	69.88147255	0	5.9826	5.1909
EMP	NZ060	7	8	2001	1	5	931.26334	49.85625	0	63.39084	55.39948	0	1805.295	0	27.01959	4.45	4.54064	0
EMP	NZ060	7	8	2001	2	5	608.00019	NA	NA	NA	NA	NA	1657.143	NA	1920.0048	0	NA	NA
EMP	NZ060	7	8	2001	3	19	0	233.70047	5.98456	180.35552	0	179.8	978.8281	478.2	1084.5744	574.71	44.0258	0
EMP	NZ060	7	8	2001	4	17	92.21156	1223.3629	14.92384	101.7074	0	3.576	439.345	0	140.1624	1148.28	54.85584	15.86552
EMP	NZ060	7	8	2001	5	17	266.76209	955.52685	171.82448	1983.77212	0	0	6870.9604	32.28	27.1152	1111.11	297.19716	171.91196
EMP	NZ060	7	8	2001	6	14	3876.88084	77.6919	393.86668	4343.62271	0	14.3	7807.6925	0	168.168	549.45	43.8724	3159.44794
EMP	NZ060	7	8	2001	7	16	9568.38708	221.56749	245.24176	0	661.46126	0	41857.197	0	349.73379	6.53	0	2294.27132
EMP	NZ060	7	8	2001	8	14	7380.76983	393.315	44.5086	83.82276	1054.48298	0	29286.158	0	2.67933	4.44	0	638.82676
EMP	NZ060	7	8	2001	9	12	5616.39183	1085.34	15.75016	0	2482.55254	0	15057.444	0	0	0	0	234.49558
EMP	NZ060	7	8	2001	10	11	7094.78791	1012.26055	6.84844	0	2449.84072	0	22614.7769	0	9.1896	0	0	393.12416
EMP	NZ060	7	8	2001	11	13	2871.59103	435.645	0	0	2820.57468	0	6363.636	0	15.77754	0	0	73.63092
EMP	NZ060	7	8	2001	12	10	307.43881	14.57712	2.65424	43.41336	186.51336	81.832	1724.6468	50.88	245.7672	8.48	0	22.57376
EMP	NZ064	5	6	2001	1	5	80.60066	62.23494	1.6276	12.753	211.52044	2.34	1180.816	5.2	55.4175	11.71	3.9884	13.8424
EMP	NZ064	5	6	2001	2	5	0	443.9868	0	116.99084	0	39.884	815.4259	73.64	314.3616	6.14	28.2256	0
EMP	NZ064	5	6	2001	3	19	0	83.82783	0	12.69636	0	187.354	174.9784	966.52	1733.6424	11.15	0	0
EMP	NZ064	5	6	2001	4	17	453.87314	376.19136	13.09592	1584.38369	0	25.792	256.2754	27.88	374.7744	1708.04	74.8592	0
EMP	NZ064	5	6	2001	5	17	230.15118	507.80008	1517.39896	7039.27837	0	0	717.4904	0	2286.1776	21.26	782.8002	3339.479
EMP	NZ064	5	6	2001	6	14	578.26139	0	1315.71428	7662.49217	0	0	333.9101	0	1043.2464	1086.96	0	6612.22166
EMP	NZ064	5	6	2001	7	16	4534.85977	431.30134	1771.54244	157.47582	656.04928	15.38	8069.6675	0	1395.70476	0	0	2251.7858
EMP	NZ064	5	6	2001	8	14	4823.6706	110.17375	346.5536	30.47809	2618.5452	0	8318.681	0	16.79733	0	0	843.80076
EMP	NZ064	5	6	2001	9	12	8385.43188	95.07	323.5168	33.27675	2716.60068	4.88	16956.522	0	16.38	0	0	1168.05898
EMP	NZ064	5	6	2001	10	11	9701.17694	217.37083	253.25456	26.12	3722.77574	26.108	17236.601	0	12.28293	0	0	1215.89512
EMP	NZ064	5	6	2001	11	13	2974.10477	197.535	19.0304	0	2052.5534	0	18401.013	0	17.0184	5.07	0	188.76242
EMP	NZ064	5	6	2001	12	10	2.1014	300.53545	9.8908	890.00801	168.54452	330.318	1035.4707	347.68	451.3656	0	0	42.0596
EMP	NZ074	7	8	2001	1	8	607.91906	59.34896	1.30208	25.11861	19.43514	0	1243.98	0	46.2429	6.25	3.19072	0
EMP	NZ074	7	8	2001	2	6	162.77338	291.41344	0	12.97275	18.662	17.856	1347.55	42	1179.87975	619.82	53.72068	0
EMP	NZ074	7	8	2001	3	20	0.30457	234.9725	0	32.64144	0	65.094	345.6989	220.04	400.512	13.75	21.10784	0
EMP	NZ074	7	8	2001	4	18	78.05903	610.01786	0	31.94568	0	7.494	1133.4889	0	78.6576	12.49	47.89148	0
EMP	NZ074	7	8	2001	5	18	293.75444	498.42551	335.82396	1814.0095	0	8.94	3377.174	59.6	33.3816	0	228.59668	211.57576
EMP	NZ074	7	8	2001	6	15	855.04237	27.7083	785.52984	1880.25583	0	0	3285.8511	0	51.4248	531.91	46.9404	4725.4493
EMP	NZ074	7	8	2001	7	17	5276.63003	NA	NA	NA	NA	NA	33586.957	NA	1929.833547	0	NA	NA
EMP	NZ074	7	8	2001	8	15	3990	761.31	163.67396	0	820.0616	0	24782.392	0	19.10196	0	0	1924.25332
EMP	NZ074	7	8	2001	9	13	5554.51624	619.875	44.17056	80.1108	1934.7162	5.04	23132.372	0	2.52	5.04	0	952.49022
EMP	NZ074	7	8	2001	10	12	2996.15351	1915.32	86.8888	0	3626.1599	0	18798.149	0	1008.613533	0	42.58384	923.66076
EMP	NZ074	7	8	2001	11	14	1284.65897	190.905	6.24748	0	1011.29378	0	13903.4086	0	4.2	0	0	86.35528
EMP	NZ074	7	8	2001	12	11	3.90488	102.7392	0	133.58482	78.27376	154.622	837.5765	39.16	361.6872	9.79	0	26.06098
EMP	NZ086	6	7	2001	1	3	0.18088	85.54569	8.50108	55.88091	3.62576	21.466	399.0452	32.6	175.7616	17.66	12.51744	25.31562
EMP	NZ086	6	7	2001	2	1	0	57.25403	0	41.9249	0	48.642	919.783	603.16	759.9984	14.59	14.91048	6.46866
EMP	NZ086	6	7	2001	3	15	0	17.16519	0	7.78164	0	92.23	601.238	100.2	355.8072	10.25	3.49752	0
EMP	NZ086	6	7	2001	4	13	0	354.85066	6.43528	306.79457	0	27.74	2692.2172	30.8	151.032	1179.04	196.99628	0
EMP	NZ086	6	7	2001	5	15	0	1561.21466	1728.67396	904.41198	0	354.302	2390.4046	3959.84	1731.6096	0	719.32328	624.13252
EMP	NZ086	6	7	2001	6	12	0	35.26017	2193.36628	465.05538	0	77.86	865.0889	0	163.5312	555.56	0	4248.97792
EMP	NZ086	6	7	2001	7	12	0	39.69712	1875.10788	24.94903	0	36.53	1510.8064	0	12.2808	0	0	797.37548
EMP	NZ086	6	7	2001	8	10	73.88948	26.1	4944.93676	0	0	80.04	3092.8272	0	29.232	0	0	1018.96036
EMP	NZ086	6	7	2001	9	10	73.07685	144.44227	7815.32204	60.68314	0	231.2	737.406	0	89.628	0	0	2319.74666
EMP	NZ086	6	7	2001	10	9	448.31507	95.67561	3885.86996	0	23.83404	62.602	1723.854	0	81.99691735	561.8	0	1166.70136
EMP	NZ086	6	7	2001	11	8	1.51088	98.34045	2460.18	38.77168	0	6.816	789.0858	0	114.492	0	69.70496	1965.32798
EMP	NZ086	6	7	2001	12	6	0.34314	37.24383	54.93776	61.67291	0	87.246	472.137	51.64	264.516	2.58	0	82.46876
EMP	NZ092	3	4	2001	1	3	0.43757	918.84322	0	44.98334	0	38.868	281.7873	0	127.2768	9.88	121.27804	8.75798
EMP	NZ092	3	4	2001	2	1	0	105.14676	0	0	0	203.224	862.224	29.04	2450.8848	658.52	178.12808	19.32612
EMP	NZ092	3	4	2001	3	15	0	151.4922	0	16.14349	0	234.582	1264.368	75.68	881.9496	37.84	87.06984	0
EMP	NZ092	3	4	2001	4	13	0	6052.63464	362.16604	0	0	9632.832	8584.483	5785.48	13082.8656	0	3549.9828	0
EMP	NZ092	3	4	2001	5	15	0	0	146.65928	234.28	0	2459.94	3184.238	7965.52	3247.1208	0	0	0
EMP	NZ092	3	4	2001	6	12	6.44119	0	4304.77664	0	0	7021.922	10180.9795	4067.88	406.7952	1136.36	0	2449.33282
EMP	NZ092	3	4	2001	7	12	0	261.30919	7225.96808	0	0	6031.262	5849.923	17891.76	7514.556	0	0	6145.54644
EMP	NZ092	3	4	2001	8	10	0	0	1917.6884	0	0	1000.718	3462.689	204.24	629.0256	0	0	362.4313
EMP	NZ092	3	4	2001	9	10	0	21.25539	885.477	0	0	1084.446	6671.087	176.8	1262.4192	0	0	196.10954
