"region","Year","DOY","IBMR","Gates+X2_median","Gates+X2_l95","Gates+X2_u95","NoAction_median","NoAction_l95","NoAction_u95","X2Only_median","X2Only_l95","X2Only_u95","GatesOnly_median","GatesOnly_l95","GatesOnly_u95"
"NE Suisun",2016,251,"othcalad",16.2371836725611,9.63228202264855,26.410029796127,47.4995300013833,27.0125457836523,82.8745615567843,16.8733776899521,9.99560537838508,27.4275823722146,46.1206433720701,26.4060610514443,80.1525224822472
"NE Suisun",2016,251,"othcaljuv",19.7526667254339,10.3862474778331,33.8744245441537,49.3706031662742,24.5993919903773,89.9559315384357,20.5602298633603,10.8174434085868,35.2619993115743,48.5874406685368,24.3506984636289,88.1518274840146
"NE Suisun",2016,251,"othclad",0.111987020140656,0.0157017501593644,0.273363856311906,0.101670756518939,0.026149749955985,0.219009481297463,0.114778788923482,0.0185128537104585,0.273681194724885,0.102061106528757,0.0268165928190916,0.221220331799082
"NE Suisun",2016,251,"othcyc",8.9515320936251,2.13675858993087,44.6240001013799,6.17635400099417,1.45551591998122,29.3202237963515,8.82042259059981,2.10376406197033,43.7611427906771,6.23739382047503,1.46416881121136,29.5102222414312
"NE Suisun",2016,251,"other",132.339216492175,57.4019526716375,351.038698690203,83.9148233427604,36.1343882115501,212.296582821403,129.062650166269,56.2285910004566,341.359793656384,83.4548560575965,36.0322496773412,212.717599847802
"NE Suisun",2016,251,"pdiapfor",11.5042381299749,7.43907743286055,16.6859112071139,3.39081445934447,2.11942644254957,5.43107088733984,10.9360292153276,7.06611136705802,15.7851977222918,3.48414425932447,2.18892188451939,5.57046105650994
"NE Suisun",2016,251,"pdiapjuv",2.26377283002952,1.24454762633858,3.88239105938186,1.24861121139104,0.686635042398592,2.219502671672,2.19125017695719,1.20940822627585,3.73301936699512,1.25165480740726,0.688032066657379,2.22108443394181
"NE Suisun",2016,252,"acartela",120.879685149052,51.1197067916369,271.007093584575,45.9632127726043,17.906431890291,113.22895629181,118.339592577405,49.8583873861499,267.507744799499,47.8471559783981,18.4621695240387,116.436132778165
"NE Suisun",2016,252,"allcopnaup",0.218529880959809,0.0305757803693336,0.604880860220495,0.1319023213328,0,0.391290497666381,0.213425480245655,0.0309808857096248,0.593981492502388,0.133724609849033,0,0.394071731119598
"NE Suisun",2016,252,"daphnia",0.016221081780308,0,0.0766176253669873,0.0108448546638131,0,0.0580446605140547,0.0167822239694817,0,0.0754938033516032,0.0112783749770014,0,0.05756068917154
"NE Suisun",2016,252,"euryjuv",0.0220998683897706,0,0.0897862162854993,0.017469558777348,0,0.0703647156036386,0.0224005968979282,0,0.0872241716596448,0.0179807326315576,0,0.0709977517461103
"NE Suisun",2016,252,"eurytem",0.00746551755152079,0,0.0645999378892694,0.0112101475566053,0,0.0527606735917381,0.00796232296932031,0,0.0638611759171305,0.0115547946054098,0,0.0541077838453638
"NE Suisun",2016,252,"limno",863.133819973995,476.878801919135,1486.2281667766,575.913665495161,304.190781343586,1110.35162010145,853.517839738619,476.34439417495,1476.8201844552,585.339850451952,309.47134870457,1138.12708134451
"NE Suisun",2016,252,"othcalad",19.612538819955,11.6866430823766,32.8398201247533,57.5280067489137,32.5149851004133,100.442537575336,20.390831513008,12.2108386942852,34.21756846223,56.1047628452037,31.7471646711835,98.3142200244577
"NE Suisun",2016,252,"othcaljuv",23.3824437605208,12.2794804602073,39.544220152103,52.4327454093178,25.9787444753163,97.9421557512624,24.2875179013631,12.8266161840801,41.2370027952745,51.8714386894478,25.6780130973608,97.2271137387903
"NE Suisun",2016,252,"othclad",0.121636871725982,0.0286076038125516,0.275272821293831,0.0933830458660208,0.0226887463209984,0.207133635618106,0.122182015373887,0.030167986199707,0.274281841828178,0.0950681213744352,0.022871524920713,0.209717506235608
"NE Suisun",2016,252,"othcyc",8.31326076113132,1.98865382432647,40.7305324429945,5.94440848968431,1.42782607947636,28.4461615129253,8.20595634805775,1.96118891470708,39.9319424104652,5.95792431617323,1.4295294012319,28.608292131511
"NE Suisun",2016,252,"other",114.173679744032,52.2162791122815,301.709716517582,82.4684782870127,33.9423944498786,206.641368650296,110.998729874087,50.4828012870204,290.970365335203,82.3629669709616,34.1254301064468,206.294287964163
"NE Suisun",2016,252,"pdiapfor",8.97039984523736,5.89605537035277,13.1864497524765,2.88261509202054,1.75217267700637,4.6545447705708,8.57071146255472,5.66964602958772,12.5769556907726,2.95768306066705,1.81258962898394,4.78605978852431
"NE Suisun",2016,252,"pdiapjuv",1.96451471563077,1.09208953203893,3.37143666399806,1.26636809823508,0.704636801840659,2.25384345094779,1.90937170982274,1.06422792717153,3.2809066103081,1.25926205313935,0.703396944931879,2.24873229272795
"NE Suisun",2016,253,"acartela",119.622871558554,50.6398670734701,271.950184446991,42.1354230761724,16.3888072917159,104.338992826543,112.693395324523,49.0244566245399,259.793543676854,43.7661449781685,17.0228473134201,108.375918499077
"NE Suisun",2016,253,"allcopnaup",0.213800238105615,0.029288013730142,0.591330063895527,0.126921736948652,0,0.38897745775221,0.203740308826424,0.029284377479994,0.573208269119978,0.128417287086501,0,0.387247095582347
"NE Suisun",2016,253,"daphnia",0.0173062824351277,0,0.0768857321774624,0.0106155843877991,0,0.0558036913281972,0.0177318662167324,0,0.0746140794991719,0.0105961441330328,0,0.0564132804032797
"NE Suisun",2016,253,"euryjuv",0.0226631596546792,0,0.0885288250680266,0.0182962053734573,0,0.0698224516527813,0.0230838696479331,0,0.0855855658431903,0.0182674094582502,0,0.0707858929455949
"NE Suisun",2016,253,"eurytem",0.0074714188895237,0,0.0634226832455597,0.0114075468814568,0,0.0523314515207958,0.00785142103875276,0,0.0628609504749659,0.0112905048933181,0,0.0527146442983346
"NE Suisun",2016,253,"limno",853.782648358516,474.183523398471,1475.34559631108,531.429829376965,278.779688309293,1014.18773049721,839.604990336433,473.395383466758,1467.20062414842,543.585873332219,286.973304584799,1043.81053071264
"NE Suisun",2016,253,"othcalad",20.7997184406178,12.3719075781744,35.0470774883541,64.7144410986173,36.2198837848943,116.289899023594,22.3847516805089,13.4321209169351,38.1146392252112,63.0094568023462,35.3221599937409,112.50003405254
"NE Suisun",2016,253,"othcaljuv",23.4660966820292,12.4287308190541,39.8878420465346,53.1566413292116,26.5257799018751,100.161164599095,25.2572247095307,13.5351753666543,43.0267446508412,52.8637284307995,26.2350241013998,98.9438637631132
"NE Suisun",2016,253,"othclad",0.120363039549509,0.0280923174800277,0.272286943980133,0.0901507026614575,0.0197244309471442,0.205333493200265,0.121544843950342,0.0315204044539065,0.269407586213961,0.0906026374822807,0.0205453395960871,0.205894382651895
"NE Suisun",2016,253,"othcyc",8.22767849663142,1.96859922909154,40.0795631663979,5.81740349218281,1.43070482492346,27.7895847161202,8.03683305241753,1.90352333223347,38.7070671610979,5.86340577314477,1.43207951477762,28.0674052524436
"NE Suisun",2016,253,"other",109.178690579206,49.7243470719288,286.83929807932,81.4025983327574,33.1136608214917,201.536792834306,104.000333945818,46.5511025189539,271.243433708963,80.339667414492,32.9850546008467,201.614888628426
"NE Suisun",2016,253,"pdiapfor",8.65386945318257,5.6729558859727,12.7414559801666,2.67016723437026,1.58692909766832,4.28966403406504,7.86560477919796,5.24155566575454,11.7454496159561,2.7309983248707,1.64128624715545,4.42571414840014
"NE Suisun",2016,253,"pdiapjuv",1.94506417510312,1.09035228035055,3.36929187926775,1.28602116653598,0.71545650910602,2.29548718561704,1.83491882475568,1.03826667140311,3.14000327022642,1.2821173449301,0.712940225924807,2.28397124929558
"NE Suisun",2016,254,"acartela",126.834923647268,53.9203173080848,283.423671162611,44.7214259001889,17.4245200291912,111.025587559197,120.63314802662,51.4064053489566,276.223912804247,44.7214259001889,17.4245200291912,111.025587559197
"NE Suisun",2016,254,"allcopnaup",0.215583804808957,0.0254256484557896,0.609129271807208,0.12837145000732,0,0.385016138416559,0.20939375244798,0.028205803757168,0.591392686036908,0.12837145000732,0,0.385016138416559
"NE Suisun",2016,254,"daphnia",0.0158050969633671,0,0.0788532446485384,0.0106786502912268,0,0.0566160453683151,0.0173691065848062,0,0.0775693647739933,0.0106786502912268,0,0.0566160453683151
"NE Suisun",2016,254,"euryjuv",0.0232270877740094,0,0.0941800280671177,0.0196672382762448,0,0.0726625954013,0.0237419998607673,0,0.0900818655966276,0.0196672382762448,0,0.0726625954013
"NE Suisun",2016,254,"eurytem",0.00602575327913302,0,0.0649406750242389,0.0116819860366949,0,0.0533800282971128,0.00704861264023634,0,0.0630884854128345,0.0116819860366949,0,0.0533800282971128
"NE Suisun",2016,254,"limno",870.031423969487,476.173065153443,1494.95622229777,539.736519121405,283.750090874492,1029.18520606369,850.114834474898,471.885733390425,1473.76526928189,539.736519121405,283.750090874492,1029.18520606369
"NE Suisun",2016,254,"othcalad",19.5341805428489,11.5582718302702,33.0026335060873,65.1124738425131,36.6410875568038,116.427215846518,21.2076470669633,12.5637958989988,35.9307837901767,65.1124738425131,36.6410875568038,116.427215846518
"NE Suisun",2016,254,"othcaljuv",20.8745289238949,10.9762274395274,35.929010980414,52.4784194643967,25.882704416213,97.8121404883331,22.6986241825603,12.0465656266264,38.698794699196,52.4784194643967,25.882704416213,97.8121404883331
"NE Suisun",2016,254,"othclad",0.11642555739033,0.0219758413778281,0.269849410022491,0.0906801909844972,0.0196214066662802,0.206271664565944,0.118127426547325,0.0262147789266162,0.270051927919403,0.0906801909844972,0.0196214066662802,0.206271664565944
"NE Suisun",2016,254,"othcyc",8.51630006657473,2.03026970275036,41.7843901429036,5.889522513725,1.43920195532654,28.062950751179,8.25871689741499,1.97588074120716,40.2413429469689,5.889522513725,1.43920195532654,28.062950751179
"NE Suisun",2016,254,"other",113.984118699376,52.3505148244439,303.835865065975,76.6781713947352,31.8921846538384,193.81341008911,107.371949415643,48.7869643811258,284.094295369823,76.6781713947352,31.8921846538384,193.81341008911
"NE Suisun",2016,254,"pdiapfor",9.61202317159331,6.27365494374467,14.303969104915,2.72747467286446,1.64455204028876,4.43278408782982,8.73467925107649,5.69078846661534,12.9086144940337,2.72747467286446,1.64455204028876,4.43278408782982
"NE Suisun",2016,254,"pdiapjuv",2.14623691118556,1.16913110813033,3.65880868837504,1.29566744012887,0.717448073069953,2.31438008726903,1.99846948041715,1.11234567647759,3.45324625004872,1.29566744012887,0.717448073069953,2.31438008726903
"NE Suisun",2016,255,"acartela",142.107395258059,59.0269967247636,322.292179173886,49.5224108680887,19.0828648420485,119.533302845684,134.597818182448,56.8074608963583,303.013968512954,51.4221401205579,19.6645665487495,122.66811758632
"NE Suisun",2016,255,"allcopnaup",0.229474766735238,0.0240146784063241,0.646472541783057,0.131133697144603,0,0.389529509305571,0.221929774809485,0.0235874037096185,0.623309357234396,0.132352399773945,0,0.397030732587646
"NE Suisun",2016,255,"daphnia",0.0118413414670862,0,0.0774674674476405,0.0111335422141586,0,0.0574383126501897,0.0140857727281951,0,0.0795981612456774,0.0113311415005903,0,0.0573813218471401
"NE Suisun",2016,255,"euryjuv",0.0229603516431584,0,0.099741928519084,0.0217913911634461,0,0.0772388217652629,0.0236474836654954,0,0.0989619035333701,0.0220132707616239,0,0.0780039535260624
"NE Suisun",2016,255,"eurytem",0.00395051944957394,0,0.0676299887726788,0.0121035028033072,0,0.0553507099886625,0.00464323499306394,0,0.0666597122015431,0.0121556730572362,0,0.0565429901054317
"NE Suisun",2016,255,"limno",914.252487392505,483.301386069802,1549.66569649303,559.247735176728,293.991741001506,1073.8319606063,885.5256045019,477.10938830328,1513.8775456269,568.329925731324,299.162137234538,1097.99029001244
"NE Suisun",2016,255,"othcalad",16.9220335472725,10.037083829342,28.2795136593596,63.6467781333769,35.904528208474,112.346950845194,18.2928531070175,10.8659872608958,30.8223443000772,61.967285558389,34.7275072171651,110.361619764137
"NE Suisun",2016,255,"othcaljuv",17.0623607176768,9.02856612183379,30.1299578048338,51.3067656460439,24.893202402675,93.7528115956862,18.6378303855154,9.73143127612667,32.5475229474543,51.0343724465593,24.577707865362,92.4055104836031
"NE Suisun",2016,255,"othclad",0.101772128714447,0.0109845065133166,0.260639632769269,0.0925877059900569,0.0203759232266892,0.207346827451334,0.109216596454374,0.0166820006091728,0.266645455241086,0.0944121186564815,0.0208672302204256,0.20986553810827
"NE Suisun",2016,255,"othcyc",8.9170412403953,2.15964445345289,44.9973685335931,6.04236551987917,1.44937144913529,28.6293013444468,8.71578762673124,2.09059108939529,43.4960299871455,6.11454669408524,1.45849775519049,28.9189731715747
"NE Suisun",2016,255,"other",126.556814244829,55.4308712205781,343.130096645041,72.6056571291506,30.5426002445486,185.689131506202,118.767209345548,53.6481057322641,323.439041791157,72.1001885700355,30.3651052077473,185.786872515565
"NE Suisun",2016,255,"pdiapfor",12.0939575415992,7.71359496762603,17.6071639645815,2.8981720666644,1.75641045960256,4.72231224351588,10.8434797755188,6.95257497741446,15.9634724243812,2.97757612646314,1.80735646914292,4.85346676913676
"NE Suisun",2016,255,"pdiapjuv",2.4921565167734,1.33460542360091,4.28237163320421,1.30329190539333,0.723002413964805,2.33487912793785,2.3426742231985,1.24734587702747,3.98075020486628,1.29940373350382,0.722640380681923,2.34185840515464
"NE Suisun",2016,256,"acartela",146.304294692081,60.591887137369,331.682609280353,52.3043754634041,20.0945125393123,125.166010069786,138.432090431173,58.2554283987019,316.48240884532,52.3043754634041,20.0945125393123,125.166010069786
"NE Suisun",2016,256,"allcopnaup",0.230238653783054,0.0247097615039256,0.662210534279253,0.132112226137199,0,0.400756005681416,0.22376604781819,0.022673602222467,0.632584832836661,0.132112226137199,0,0.400756005681416
"NE Suisun",2016,256,"daphnia",0.0098330445998166,0,0.0762622332826391,0.0114886031318991,0,0.0577340841387117,0.0129368945739971,0,0.0795896652182896,0.0114886031318991,0,0.0577340841387117
"NE Suisun",2016,256,"euryjuv",0.0237259346770692,0,0.102748067772503,0.0238699165169674,0,0.0806950897189809,0.0238301511975353,0,0.101177229536989,0.0238699165169674,0,0.0806950897189809
"NE Suisun",2016,256,"eurytem",0.00329071209083387,0,0.068321158921705,0.0126515723310954,0,0.0568163269891555,0.00397338337258877,0,0.0659896747506653,0.0126515723310954,0,0.0568163269891555
"NE Suisun",2016,256,"limno",923.147695982212,488.803764682515,1581.21830378826,564.307919555932,296.580403649541,1079.85391871839,900.847447376113,478.873414763395,1539.30932432939,564.307919555932,296.580403649541,1079.85391871839
"NE Suisun",2016,256,"othcalad",16.4653925480922,9.78865208271233,27.4762941735058,64.1875888381071,35.8254365251017,114.330894050179,17.7538808619828,10.6027235851715,29.9495349521803,64.1875888381071,35.8254365251017,114.330894050179
"NE Suisun",2016,256,"othcaljuv",15.6022012059784,8.27950829702497,27.9932390805387,50.6577444599343,24.2118172350389,91.1569959629692,17.1863930226195,9.00398909969788,30.4735723203992,50.6577444599343,24.2118172350389,91.1569959629692
"NE Suisun",2016,256,"othclad",0.096832279751333,0.00501258610068078,0.252240339511672,0.0940203736413335,0.0200934042244349,0.208769731543757,0.103526425837984,0.0127351192420675,0.260983346188587,0.0940203736413335,0.0200934042244349,0.208769731543757
"NE Suisun",2016,256,"othcyc",9.17009946329653,2.19449882477522,45.6962500055034,6.16139498445101,1.47098861890163,28.9174423380353,8.85831378072561,2.12063869828671,44.330270118995,6.16139498445101,1.47098861890163,28.9174423380353
"NE Suisun",2016,256,"other",128.528311377663,56.5155675956178,353.043304217603,69.6952843929801,29.1576705400516,179.990694375983,120.632774323558,53.7791297392551,329.89885194956,69.6952843929801,29.1576705400516,179.990694375983
"NE Suisun",2016,256,"pdiapfor",12.981368316247,8.12825328145235,18.9475084908624,2.97299663547238,1.79519730095518,4.84551742306747,11.5695741878603,7.37613613915076,16.9845170903861,2.97299663547238,1.79519730095518,4.84551742306747
"NE Suisun",2016,256,"pdiapjuv",2.63779242042371,1.42628491885502,4.59034014978131,1.31784528660518,0.726535097076162,2.37180434671248,2.47329229518644,1.31083270025103,4.23198080407035,1.31784528660518,0.726535097076162,2.37180434671248
"NE Suisun",2016,257,"acartela",135.130166961564,57.1280495425383,309.397355958636,46.0075352404659,17.9902410226906,113.769550802535,130.173586027126,55.1885424195569,295.251957728745,47.8987355292371,18.6339909938848,117.585499572181
"NE Suisun",2016,257,"allcopnaup",0.219715988344419,0.0214601929408471,0.621064410331305,0.128803110192164,0,0.388568859473538,0.210109117164943,0.0204907949076077,0.599118081965192,0.130270717286552,0,0.390491120440481
"NE Suisun",2016,257,"daphnia",0.0136365609971522,0,0.0809756315805656,0.0111497525559361,0,0.0574120983671388,0.0159471396304245,0,0.0805540711605115,0.0112973678177134,0,0.0580027181843253
"NE Suisun",2016,257,"euryjuv",0.0253578791887857,0,0.102600428894353,0.0244772029762561,0,0.0801581219755536,0.0264418148091815,0,0.0992330436009321,0.0245353480003802,0,0.0811143196834467
"NE Suisun",2016,257,"eurytem",0.00407725947219459,0,0.0660215213072769,0.0133877822478863,0,0.0559508019691599,0.00446858990313129,0,0.0645576748669272,0.0135988534449968,0,0.0560479447688733
"NE Suisun",2016,257,"limno",881.124354844024,474.337399973687,1528.58828404621,515.392269075623,270.190652135151,958.724308749746,859.183613362956,470.206290964642,1504.22694058675,526.893524563081,276.750678009329,984.24016206123
"NE Suisun",2016,257,"othcalad",18.6571555983147,11.1686385277478,31.930684504876,73.1410390710351,41.4572713438977,133.549795729275,20.3668292551333,12.0414121615675,34.9612530524348,71.1772728556603,40.5605946141241,129.71091240652
"NE Suisun",2016,257,"othcaljuv",17.3863501186158,9.09390958740312,30.7460947905312,52.2352178493665,25.4567277606725,95.8447927717135,18.9711465176898,9.98613716989944,33.1559019622432,51.6035607707425,25.133381208923,94.8940656150938
"NE Suisun",2016,257,"othclad",0.104557210966393,0.0127587069146182,0.259922824380884,0.088932537055766,0.0164014464770018,0.202041608162237,0.109259528672755,0.0174350303574919,0.26081844699217,0.0899351866586543,0.0171490973332281,0.203947954968604
"NE Suisun",2016,257,"othcyc",8.80024946313859,2.08422118172551,43.6259212628104,5.95659607354564,1.45777302534879,27.7338957661238,8.60389085081502,2.02406082791426,42.019896753021,6.00600649482728,1.45932906500921,28.0260114495729
"NE Suisun",2016,257,"other",116.004139806275,52.2571620799832,315.610002335028,69.0255117270964,28.6833218623706,175.886832663885,109.098419909587,50.3936106526506,295.419011938671,68.2729464407182,28.4627587152338,175.081239434028
"NE Suisun",2016,257,"pdiapfor",11.056519365716,7.04184392339006,16.4895925028595,2.65256811570795,1.5926852285875,4.38384823007082,9.93282221892414,6.40816997281163,14.8787721173361,2.7297918143615,1.63823329840692,4.50615092383586
"NE Suisun",2016,257,"pdiapjuv",2.42782721411192,1.29538828303197,4.17609609313447,1.33866254841063,0.733642494350093,2.39442631711983,2.2747401462782,1.21692238119098,3.92678777175456,1.33886175177343,0.738631099780236,2.39672842092212
"NE Suisun",2016,258,"acartela",127.747811804574,54.5763650102903,290.26453830049,41.3557155934587,16.4756458532769,101.151408255625,122.439899351641,52.996867500964,283.964017782612,41.3557155934587,16.4756458532769,101.151408255625
"NE Suisun",2016,258,"allcopnaup",0.201864292078104,0.0188892839292473,0.58150983838781,0.123810535841506,0,0.377128472556844,0.198678942648798,0.0214480412699873,0.552837341798285,0.123810535841506,0,0.377128472556844
"NE Suisun",2016,258,"daphnia",0.0165746465483607,0,0.0792118625152285,0.0113978538815619,0,0.0554935393271576,0.0175445005315069,0,0.0785615636701538,0.0113978538815619,0,0.0554935393271576
"NE Suisun",2016,258,"euryjuv",0.0281020425084586,0,0.100420457765665,0.0253341564962579,0,0.0820015829054877,0.0284850273099149,0,0.0970891063889886,0.0253341564962579,0,0.0820015829054877
"NE Suisun",2016,258,"eurytem",0.00481611620954992,0,0.0640181378225962,0.0136051961525609,0,0.0557690603230683,0.00590523844620901,0,0.0631905571344333,0.0136051961525609,0,0.0557690603230683
"NE Suisun",2016,258,"limno",845.680585985843,466.063425164892,1487.28901160487,478.65309116783,251.017173271559,872.310412316844,825.223907439036,460.055870466679,1453.4948612587,478.65309116783,251.017173271559,872.310412316844
"NE Suisun",2016,258,"othcalad",21.4709169022185,12.7072801667481,36.9641519512392,80.8129344605714,44.671502350291,149.481419816365,23.4345392838992,13.9426391815196,40.5948012037404,80.8129344605714,44.671502350291,149.481419816365
"NE Suisun",2016,258,"othcaljuv",19.1695995795886,10.1316353719364,33.5166657160747,53.2298152165214,26.1510307585241,99.0655549660044,20.9249292274957,11.0486685495588,35.9407174576602,53.2298152165214,26.1510307585241,99.0655549660044
"NE Suisun",2016,258,"othclad",0.108822196384028,0.0199745934115016,0.256919513445734,0.0859047112775747,0.0149753997435653,0.194205308603767,0.112785742116036,0.02352395813418,0.254302120733719,0.0859047112775747,0.0149753997435653,0.194205308603767
"NE Suisun",2016,258,"othcyc",8.49453466074801,1.9950236851537,41.3419976503738,5.85596285018486,1.4565259015793,26.8383825957409,8.24923043915197,1.94602110747983,40.1091355087958,5.85596285018486,1.4565259015793,26.8383825957409
"NE Suisun",2016,258,"other",104.213174618632,47.4286042033463,279.917922391213,69.1634097553749,28.0430219069433,174.016443075895,97.7696779015939,43.7691641951709,260.141752925989,69.1634097553749,28.0430219069433,174.016443075895
"NE Suisun",2016,258,"pdiapfor",9.50904638938967,6.13746312885516,14.4080981696287,2.44214682825622,1.45431149277745,3.99476381182334,8.589464135387,5.54797973935746,13.1167592177206,2.44214682825622,1.45431149277745,3.99476381182334
"NE Suisun",2016,258,"pdiapjuv",2.23082343268394,1.2135731985303,3.84406047130503,1.34600676271123,0.741686780977915,2.41572921444635,2.07985441846996,1.15099679019475,3.62447951002493,1.34600676271123,0.741686780977915,2.41572921444635
"NE Suisun",2016,259,"acartela",136.7474633808,57.0002896288653,313.753084571221,45.759872163676,18.0983043114161,112.898243313842,128.190464420033,54.63870668721,292.293897790226,44.0173738493619,17.4615202279307,107.895685504487
"NE Suisun",2016,259,"allcopnaup",0.211948443695659,0.0201976149052894,0.619037252723076,0.128370174606434,0,0.390604690739272,0.198313865586607,0.0166684966020236,0.576317435846723,0.127242714248025,0,0.383942264414235
"NE Suisun",2016,259,"daphnia",0.0131334204940446,0,0.0812273512173323,0.0116088273780807,0,0.0580491134232064,0.0165269158846852,0,0.0792544041136382,0.0117780450400083,0,0.0571122478228377
"NE Suisun",2016,259,"euryjuv",0.0284146128347416,0,0.107107786482156,0.0277865701769402,0,0.0862164640662574,0.0297234791459804,0,0.102700988532356,0.0278170228119756,0,0.0851336215649744
"NE Suisun",2016,259,"eurytem",0.00419894520751747,0,0.0657849177499815,0.0142683029236967,0,0.0567560535410928,0.00503868348014683,0,0.0645150647072626,0.0140146047386066,0,0.0562539317406425
"NE Suisun",2016,259,"limno",873.668641207158,472.415994189465,1528.75814358219,495.615374160766,261.094167697947,907.686914316892,841.674374812109,464.007469337256,1479.7631600241,484.692616480848,255.206726248867,884.244195660403
"NE Suisun",2016,259,"othcalad",19.2321645438518,11.439148060331,32.535184436771,79.237585475732,44.4682836745299,145.960271564535,21.8070448650226,12.8790754894535,37.3597981950431,81.1471009642555,45.3221255063039,149.939087481391
"NE Suisun",2016,259,"othcaljuv",16.315123104213,8.49529298152947,29.1812181393677,52.5319397123152,25.2175259673645,96.1460571851964,18.6737517471689,9.82563607528952,32.6649294298931,52.9431523149597,25.5584368617243,97.6555174173066
"NE Suisun",2016,259,"othclad",0.0987374855781178,0.00886215565531378,0.251526913038233,0.0858512877583989,0.0144070194004269,0.198663690495321,0.105851457329085,0.0193022469550385,0.254116404213091,0.0857673976234267,0.0140339022044621,0.196700946637287
"NE Suisun",2016,259,"othcyc",8.9042330910403,2.07739730799573,43.7409126204648,5.984405887998,1.46825147148598,27.3907979958231,8.51145146477247,1.99238082080765,41.4237182040619,5.93600292676977,1.46677805261335,27.101938129857
"NE Suisun",2016,259,"other",113.254620934947,50.9119994852006,306.024148700377,65.3115610535676,26.7717818572473,167.03853709756,102.800991519708,46.6169611541239,275.90136109364,66.0370009657581,26.9439623096956,168.21752095862
"NE Suisun",2016,259,"pdiapfor",11.2528305231765,7.1202316191291,16.889325787509,2.58144321899798,1.5316877474504,4.22415165711419,9.57613111863779,6.15160505081374,14.6116764422015,2.50973700655327,1.48766548473096,4.10789779940428
"NE Suisun",2016,259,"pdiapjuv",2.51824738862184,1.34954190577692,4.32815029861135,1.36404627591915,0.747370820845275,2.41857343051207,2.25626817144276,1.22783717645063,3.88593304554273,1.36146332787781,0.752871006637274,2.42378983331805
"NE Suisun",2016,260,"acartela",137.186725664789,56.9181836665031,317.292894990939,46.5279054776038,18.4890530272638,114.901212248944,129.39586577811,54.9207785775374,295.337257900997,44.8159144545045,17.8256581895601,109.874854840569
"NE Suisun",2016,260,"allcopnaup",0.20900430096916,0.0183630913409058,0.613325718433697,0.126891594328296,0,0.392986981921958,0.198537640344896,0.0150209397563744,0.572573415520166,0.127063569455354,0,0.386033588254171
"NE Suisun",2016,260,"daphnia",0.0134077469583104,0,0.0806308107501269,0.0119478708867803,0,0.0584835351554672,0.0162845427341514,0,0.0792514704905644,0.0120060405581791,0,0.0579063861284802
"NE Suisun",2016,260,"euryjuv",0.0299618147249183,0,0.109922001693372,0.0300070772006291,0,0.0910822629261061,0.0313771473464836,0,0.105084013757587,0.0299678349993539,0,0.0897825476768391
"NE Suisun",2016,260,"eurytem",0.00445744530737543,0,0.0665231063231224,0.0145063085181826,0,0.0580327565665171,0.00568406371469631,0,0.0649057901106421,0.0142164599302473,0,0.0575479131758402
"NE Suisun",2016,260,"limno",869.721164627579,468.080328240147,1518.94676291744,490.918582087475,258.480003533555,898.496269522549,835.129677973988,460.041933638836,1470.38839167479,478.945645905984,252.626536091645,875.604168496781
"NE Suisun",2016,260,"othcalad",19.4928109850986,11.5898967152308,32.882316200195,81.0122950395342,45.4173800998091,149.448394691255,22.1679670868368,13.0529489500565,37.7298269413485,83.0249069350312,46.2769988867048,153.109664588274
"NE Suisun",2016,260,"othcaljuv",15.7893594129974,8.20948851568422,28.4468463586734,52.2516158906776,25.0957237283741,95.2835116026056,18.1642237485022,9.54009444368458,31.8102728685903,52.8002730304431,25.452680559807,97.1167897673525
"NE Suisun",2016,260,"othclad",0.0958631897563664,0.00716809190141301,0.247497387635381,0.0856665941403595,0.0138856300573369,0.197612616158005,0.104166835459383,0.018268261461456,0.251448583692693,0.085361923667268,0.0133514010549706,0.195055937729371
"NE Suisun",2016,260,"othcyc",8.96544566590203,2.07381282209437,43.7917235276341,6.0368372053975,1.47492695881173,27.3707390907826,8.52745187329722,1.98956405594832,41.503024138585,5.96953469615072,1.47221861687881,27.077489963203
"NE Suisun",2016,260,"other",112.015259909277,50.2357592197984,301.851323714582,63.9509466890996,25.880094329919,162.792599371866,101.568464472485,45.8390976415785,272.172523836859,64.0992484268507,26.0886436103059,163.755334320916
"NE Suisun",2016,260,"pdiapfor",11.365637756841,7.145050455033,17.076429493873,2.57987659547161,1.52920921479478,4.1939944713114,9.65383530668213,6.15213254413751,14.8122027883989,2.51085162521479,1.48261344518393,4.08186640013057
"NE Suisun",2016,260,"pdiapjuv",2.55211635587509,1.37410057625471,4.40599653651249,1.37077354814517,0.756984756302277,2.43976218678131,2.28498357986033,1.23922659033008,3.94249733268951,1.37043329998838,0.762527348624156,2.44404684474465
"NE Suisun",2016,261,"acartela",132.250760210101,55.8191379389249,305.237413752926,43.6161511977316,17.3808995717198,106.910208325138,125.027916730522,54.0404409645172,289.502951965864,41.8298309483497,16.6088959865669,102.266219437193
"NE Suisun",2016,261,"allcopnaup",0.19748419303861,0.0141641476484214,0.575687625083692,0.125757025570624,0,0.380991687846792,0.192020400417288,0.0175833901021067,0.546063650224291,0.123631533500655,0,0.376975656883342
"NE Suisun",2016,261,"daphnia",0.0152765524155447,0,0.0787437363464202,0.0120833929364757,0,0.0576807039105398,0.0178135863751887,0,0.0787017100569886,0.011982083763485,0,0.0573770454026652
