"region","Year","DOY","IBMR","Gates+X2_median","Gates+X2_l95","Gates+X2_u95","NoAction_median","NoAction_l95","NoAction_u95","X2Only_median","X2Only_l95","X2Only_u95","GatesOnly_median","GatesOnly_l95","GatesOnly_u95"
"Confluence",2016,135,"acartela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,135,"allcopnaup",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,135,"daphnia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,135,"euryjuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,135,"eurytem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,135,"limno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,135,"othcalad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,135,"othcaljuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,135,"othclad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,135,"othcyc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,135,"other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,135,"pdiapfor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,135,"pdiapjuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,136,"acartela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,136,"allcopnaup",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,136,"daphnia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,136,"euryjuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,136,"eurytem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,136,"limno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,136,"othcalad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,136,"othcaljuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,136,"othclad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,136,"othcyc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,136,"other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,136,"pdiapfor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,136,"pdiapjuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,137,"acartela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,137,"allcopnaup",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,137,"daphnia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,137,"euryjuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,137,"eurytem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,137,"limno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,137,"othcalad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,137,"othcaljuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,137,"othclad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,137,"othcyc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,137,"other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,137,"pdiapfor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,137,"pdiapjuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,138,"acartela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,138,"allcopnaup",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,138,"daphnia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,138,"euryjuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,138,"eurytem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,138,"limno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,138,"othcalad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,138,"othcaljuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,138,"othclad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,138,"othcyc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,138,"other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,138,"pdiapfor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,138,"pdiapjuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,139,"acartela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,139,"allcopnaup",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,139,"daphnia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,139,"euryjuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,139,"eurytem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,139,"limno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,139,"othcalad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,139,"othcaljuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,139,"othclad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,139,"othcyc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,139,"other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,139,"pdiapfor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,139,"pdiapjuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,140,"acartela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,140,"allcopnaup",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,140,"daphnia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,140,"euryjuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,140,"eurytem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,140,"limno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,140,"othcalad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,140,"othcaljuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,140,"othclad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,140,"othcyc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,140,"other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,140,"pdiapfor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,140,"pdiapjuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,141,"acartela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,141,"allcopnaup",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,141,"daphnia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,141,"euryjuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,141,"eurytem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,141,"limno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,141,"othcalad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,141,"othcaljuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,141,"othclad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,141,"othcyc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,141,"other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,141,"pdiapfor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,141,"pdiapjuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,142,"acartela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,142,"allcopnaup",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,142,"daphnia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,142,"euryjuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,142,"eurytem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,142,"limno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,142,"othcalad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,142,"othcaljuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,142,"othclad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,142,"othcyc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,142,"other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,142,"pdiapfor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,142,"pdiapjuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,143,"acartela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,143,"allcopnaup",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,143,"daphnia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,143,"euryjuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,143,"eurytem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,143,"limno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,143,"othcalad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,143,"othcaljuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,143,"othclad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,143,"othcyc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,143,"other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,143,"pdiapfor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,143,"pdiapjuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,144,"acartela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,144,"allcopnaup",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,144,"daphnia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,144,"euryjuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,144,"eurytem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,144,"limno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,144,"othcalad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,144,"othcaljuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,144,"othclad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,144,"othcyc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,144,"other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,144,"pdiapfor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,144,"pdiapjuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,145,"acartela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,145,"allcopnaup",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,145,"daphnia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,145,"euryjuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,145,"eurytem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,145,"limno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,145,"othcalad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,145,"othcaljuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,145,"othclad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,145,"othcyc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,145,"other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,145,"pdiapfor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,145,"pdiapjuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,146,"acartela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,146,"allcopnaup",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,146,"daphnia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,146,"euryjuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,146,"eurytem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,146,"limno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,146,"othcalad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,146,"othcaljuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,146,"othclad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,146,"othcyc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,146,"other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,146,"pdiapfor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,146,"pdiapjuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,147,"acartela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,147,"allcopnaup",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,147,"daphnia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,147,"euryjuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,147,"eurytem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,147,"limno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,147,"othcalad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,147,"othcaljuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,147,"othclad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,147,"othcyc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,147,"other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,147,"pdiapfor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,147,"pdiapjuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,148,"acartela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,148,"allcopnaup",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,148,"daphnia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,148,"euryjuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,148,"eurytem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,148,"limno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,148,"othcalad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,148,"othcaljuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,148,"othclad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,148,"othcyc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,148,"other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,148,"pdiapfor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,148,"pdiapjuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,149,"acartela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,149,"allcopnaup",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,149,"daphnia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,149,"euryjuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,149,"eurytem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,149,"limno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,149,"othcalad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,149,"othcaljuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,149,"othclad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,149,"othcyc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,149,"other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,149,"pdiapfor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,149,"pdiapjuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,150,"acartela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,150,"allcopnaup",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,150,"daphnia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confluence",2016,150,"euryjuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
