scenario,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-60d,10800-60d,10800-60d,10800-60d,10800-60d,10800-60d,10800-60d,10800-60d,10800-60d,10800-60d,10800-60d,10800-60d,10800-b,10800-b,10800-b,10800-b,10800-b,10800-b,10800-b,10800-b,10800-b,10800-b,10800-b,10800-b,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-60d,15000-60d,15000-60d,15000-60d,15000-60d,15000-60d,15000-60d,15000-60d,15000-60d,15000-60d,15000-60d,15000-60d,15000-b,15000-b,15000-b,15000-b,15000-b,15000-b,15000-b,15000-b,15000-b,15000-b,15000-b,15000-b,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,Noaction,Noaction,Noaction,Noaction,Noaction,Noaction,Noaction,Noaction,Noaction,Noaction,Noaction,Noaction,fallx2,fallx2,fallx2,fallx2,fallx2,fallx2,fallx2,fallx2,fallx2,fallx2,fallx2,fallx2
region,Confluence,East Delta,Lower Sacramento River,Lower San Joaquin River,NE Suisun,NW Suisun,SE Suisun,SW Suisun,Sacramento River,South Delta,Suisun Marsh,Yolo Bypass,Confluence,East Delta,Lower Sacramento River,Lower San Joaquin River,NE Suisun,NW Suisun,SE Suisun,SW Suisun,Sacramento River,South Delta,Suisun Marsh,Yolo Bypass,Confluence,East Delta,Lower Sacramento River,Lower San Joaquin River,NE Suisun,NW Suisun,SE Suisun,SW Suisun,Sacramento River,South Delta,Suisun Marsh,Yolo Bypass,Confluence,East Delta,Lower Sacramento River,Lower San Joaquin River,NE Suisun,NW Suisun,SE Suisun,SW Suisun,Sacramento River,South Delta,Suisun Marsh,Yolo Bypass,Confluence,East Delta,Lower Sacramento River,Lower San Joaquin River,NE Suisun,NW Suisun,SE Suisun,SW Suisun,Sacramento River,South Delta,Suisun Marsh,Yolo Bypass,Confluence,East Delta,Lower Sacramento River,Lower San Joaquin River,NE Suisun,NW Suisun,SE Suisun,SW Suisun,Sacramento River,South Delta,Suisun Marsh,Yolo Bypass,Confluence,East Delta,Lower Sacramento River,Lower San Joaquin River,NE Suisun,NW Suisun,SE Suisun,SW Suisun,Sacramento River,South Delta,Suisun Marsh,Yolo Bypass,Confluence,East Delta,Lower Sacramento River,Lower San Joaquin River,NE Suisun,NW Suisun,SE Suisun,SW Suisun,Sacramento River,South Delta,Suisun Marsh,Yolo Bypass,Confluence,East Delta,Lower Sacramento River,Lower San Joaquin River,NE Suisun,NW Suisun,SE Suisun,SW Suisun,Sacramento River,South Delta,Suisun Marsh,Yolo Bypass
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-29,0.40,0.10,0.10,0.10,2.90,5.00,3.40,10.10,0.10,0.10,2.50,0.20,0.40,0.10,0.10,0.10,2.80,5.00,3.40,10.00,0.10,0.10,2.50,0.20,0.40,0.10,0.10,0.10,2.90,5.00,3.40,10.10,0.10,0.10,2.50,0.20,0.20,0.10,0.10,0.10,1.60,3.40,2.20,8.20,0.10,0.10,1.80,0.20,0.20,0.10,0.10,0.10,1.60,3.40,2.10,8.10,0.10,0.10,1.90,0.20,0.20,0.10,0.10,0.10,1.60,3.40,2.20,8.20,0.10,0.10,1.80,0.20,0.10,0.10,0.10,0.10,0.70,2.00,1.20,6.10,0.10,0.10,1.30,0.20,0.70,0.10,0.20,0.10,3.90,6.20,4.50,11.40,0.10,0.10,3.00,0.20,0.70,0.10,0.20,0.10,3.90,6.20,4.50,11.40,0.10,0.10,3.00,0.20
2016-06-30,0.50,0.10,0.10,0.10,3.20,5.40,3.70,10.40,0.10,0.10,2.60,0.20,0.50,0.10,0.10,0.10,3.20,5.40,3.70,10.40,0.10,0.10,2.60,0.20,0.50,0.10,0.10,0.10,3.20,5.40,3.70,10.40,0.10,0.10,2.60,0.20,0.20,0.10,0.10,0.10,1.90,3.70,2.40,8.40,0.10,0.10,1.90,0.20,0.20,0.10,0.10,0.10,1.90,3.70,2.40,8.40,0.10,0.10,1.90,0.20,0.20,0.10,0.10,0.10,1.90,3.70,2.40,8.40,0.10,0.10,1.90,0.20,0.10,0.10,0.10,0.10,0.90,2.20,1.30,6.30,0.10,0.10,1.30,0.20,0.90,0.10,0.20,0.10,4.40,6.70,4.90,11.80,0.10,0.10,3.10,0.20,0.90,0.10,0.20,0.10,4.40,6.70,4.90,11.80,0.10,0.10,3.10,0.20
2016-07-01,0.60,0.10,0.10,0.10,3.60,5.70,4.10,10.70,0.10,0.10,2.70,0.20,0.60,0.10,0.10,0.10,3.60,5.70,4.00,10.70,0.10,0.10,2.70,0.20,0.60,0.10,0.10,0.10,3.60,5.70,4.10,10.70,0.10,0.10,2.70,0.20,0.30,0.10,0.10,0.10,2.20,4.00,2.60,8.60,0.10,0.10,1.90,0.20,0.30,0.10,0.10,0.10,2.10,3.90,2.60,8.50,0.10,0.10,1.90,0.20,0.30,0.10,0.10,0.10,2.20,4.00,2.60,8.60,0.10,0.10,1.90,0.20,0.10,0.10,0.10,0.10,1.10,2.40,1.40,6.20,0.10,0.10,1.30,0.20,1.10,0.10,0.20,0.10,4.80,7.10,5.30,12.20,0.10,0.10,3.20,0.20,1.10,0.10,0.20,0.10,4.80,7.10,5.30,12.20,0.10,0.10,3.20,0.20
2016-07-02,0.70,0.10,0.20,0.10,3.70,5.80,4.00,10.40,0.10,0.10,2.70,0.20,0.70,0.10,0.20,0.10,3.60,5.70,4.00,10.30,0.10,0.10,2.70,0.20,0.70,0.10,0.20,0.10,3.70,5.70,4.00,10.40,0.10,0.10,2.70,0.20,0.30,0.10,0.10,0.10,2.20,3.90,2.50,8.10,0.10,0.10,2.00,0.20,0.30,0.10,0.10,0.10,2.10,3.90,2.50,8.00,0.10,0.10,2.00,0.20,0.30,0.10,0.10,0.10,2.20,3.90,2.50,8.10,0.10,0.10,2.00,0.20,0.10,0.10,0.10,0.10,1.10,2.30,1.30,5.70,0.10,0.10,1.30,0.20,1.10,0.10,0.30,0.20,4.90,7.10,5.20,11.90,0.10,0.10,3.20,0.20,1.10,0.10,0.30,0.10,4.90,7.10,5.20,11.90,0.10,0.10,3.20,0.20
2016-07-03,0.70,0.10,0.20,0.10,3.50,5.70,3.80,10.10,0.10,0.10,2.70,0.20,0.70,0.10,0.20,0.10,3.50,5.60,3.80,10.00,0.10,0.10,2.70,0.20,0.70,0.10,0.20,0.10,3.50,5.60,3.80,10.10,0.10,0.10,2.70,0.20,0.30,0.10,0.10,0.10,2.00,3.80,2.40,7.80,0.10,0.10,2.00,0.20,0.30,0.10,0.10,0.10,2.00,3.70,2.30,7.60,0.10,0.10,2.00,0.20,0.30,0.10,0.10,0.10,2.00,3.80,2.40,7.80,0.10,0.10,2.00,0.20,0.10,0.10,0.10,0.10,1.00,2.10,1.20,5.40,0.10,0.10,1.30,0.20,1.10,0.10,0.30,0.20,4.70,7.10,5.10,11.60,0.10,0.10,3.30,0.20,1.10,0.10,0.30,0.20,4.70,7.00,5.10,11.60,0.10,0.10,3.30,0.20
2016-07-04,0.60,0.10,0.20,0.10,3.30,5.40,3.60,9.70,0.10,0.10,2.80,0.20,0.60,0.10,0.20,0.10,3.20,5.40,3.50,9.60,0.10,0.10,2.70,0.20,0.60,0.10,0.20,0.10,3.20,5.40,3.60,9.70,0.10,0.10,2.80,0.20,0.30,0.10,0.10,0.10,1.80,3.60,2.10,7.40,0.10,0.10,2.00,0.20,0.30,0.10,0.10,0.10,1.70,3.50,2.00,7.20,0.10,0.10,1.90,0.20,0.30,0.10,0.10,0.10,1.80,3.60,2.10,7.40,0.10,0.10,2.00,0.20,0.10,0.10,0.10,0.10,0.80,1.90,1.00,5.00,0.10,0.10,1.30,0.20,1.00,0.10,0.30,0.20,4.50,6.90,4.80,11.30,0.10,0.10,3.30,0.20,1.00,0.10,0.30,0.20,4.50,6.90,4.80,11.30,0.10,0.10,3.30,0.20
2016-07-05,0.50,0.10,0.10,0.10,2.90,5.10,3.30,9.30,0.10,0.10,2.80,0.20,0.50,0.10,0.10,0.10,2.80,5.00,3.20,9.20,0.10,0.10,2.70,0.20,0.50,0.10,0.10,0.10,2.90,5.10,3.30,9.30,0.10,0.10,2.70,0.20,0.20,0.10,0.10,0.10,1.50,3.20,1.90,7.00,0.10,0.10,1.90,0.20,0.20,0.10,0.10,0.10,1.50,3.10,1.80,6.80,0.10,0.10,1.90,0.20,0.20,0.10,0.10,0.10,1.60,3.20,1.90,7.00,0.10,0.10,1.90,0.20,0.10,0.10,0.10,0.10,0.60,1.70,0.90,4.70,0.10,0.10,1.20,0.20,0.90,0.10,0.20,0.20,4.00,6.50,4.50,10.90,0.10,0.10,3.30,0.20,0.90,0.10,0.20,0.20,4.00,6.50,4.50,10.90,0.10,0.10,3.30,0.20
2016-07-06,0.50,0.10,0.10,0.10,2.70,4.80,3.20,9.10,0.10,0.10,2.70,0.10,0.40,0.10,0.10,0.10,2.60,4.70,3.10,9.00,0.10,0.10,2.70,0.10,0.50,0.10,0.10,0.10,2.70,4.80,3.10,9.10,0.10,0.10,2.70,0.10,0.20,0.10,0.10,0.10,1.40,3.00,1.80,6.90,0.10,0.10,1.90,0.10,0.20,0.10,0.10,0.10,1.30,2.90,1.70,6.70,0.10,0.10,1.80,0.10,0.20,0.10,0.10,0.10,1.40,3.00,1.80,6.90,0.10,0.10,1.90,0.10,0.10,0.10,0.10,0.10,0.50,1.50,0.80,4.60,0.10,0.10,1.20,0.10,0.80,0.10,0.20,0.20,3.80,6.20,4.30,10.60,0.10,0.10,3.30,0.10,0.80,0.10,0.20,0.20,3.80,6.20,4.30,10.60,0.10,0.10,3.30,0.10
2016-07-07,0.40,0.10,0.10,0.10,2.50,4.60,2.90,8.80,0.10,0.10,2.60,0.10,0.40,0.10,0.10,0.10,2.40,4.40,2.80,8.70,0.10,0.10,2.60,0.10,0.40,0.10,0.10,0.10,2.50,4.50,2.90,8.80,0.10,0.10,2.60,0.10,0.20,0.10,0.10,0.10,1.20,2.80,1.60,6.70,0.10,0.10,1.80,0.10,0.20,0.10,0.10,0.10,1.20,2.70,1.50,6.50,0.10,0.10,1.80,0.10,0.20,0.10,0.10,0.10,1.30,2.80,1.60,6.70,0.10,0.10,1.80,0.10,0.10,0.10,0.10,0.10,0.50,1.40,0.70,4.50,0.10,0.10,1.10,0.10,0.70,0.10,0.10,0.20,3.60,5.90,4.00,10.30,0.10,0.10,3.20,0.10,0.70,0.10,0.10,0.20,3.60,5.90,4.00,10.30,0.10,0.10,3.20,0.10
2016-07-08,0.30,0.10,0.10,0.10,2.20,4.30,2.50,8.60,0.10,0.10,2.60,0.10,0.30,0.10,0.10,0.10,2.10,4.20,2.50,8.40,0.10,0.10,2.60,0.10,0.30,0.10,0.10,0.10,2.20,4.30,2.50,8.50,0.10,0.10,2.60,0.10,0.10,0.10,0.10,0.10,1.10,2.60,1.40,6.50,0.10,0.10,1.80,0.10,0.10,0.10,0.10,0.10,1.00,2.50,1.30,6.30,0.10,0.10,1.80,0.10,0.10,0.10,0.10,0.10,1.10,2.60,1.40,6.50,0.10,0.10,1.80,0.10,0.10,0.10,0.10,0.10,0.40,1.30,0.60,4.50,0.10,0.10,1.10,0.10,0.60,0.10,0.10,0.20,3.30,5.60,3.60,10.00,0.10,0.10,3.20,0.10,0.60,0.10,0.10,0.20,3.30,5.60,3.60,10.00,0.10,0.10,3.20,0.10
2016-07-09,0.30,0.10,0.10,0.10,1.90,4.00,2.20,8.30,0.10,0.10,2.60,0.10,0.30,0.10,0.10,0.10,1.80,3.90,2.10,8.10,0.10,0.10,2.60,0.10,0.30,0.10,0.10,0.10,1.90,4.00,2.20,8.30,0.10,0.10,2.60,0.10,0.10,0.10,0.10,0.10,0.90,2.40,1.20,6.30,0.10,0.10,1.80,0.10,0.10,0.10,0.10,0.10,0.80,2.30,1.10,6.10,0.10,0.10,1.70,0.10,0.10,0.10,0.10,0.10,0.90,2.40,1.20,6.30,0.10,0.10,1.80,0.10,0.10,0.10,0.10,0.10,0.30,1.20,0.50,4.40,0.10,0.10,1.10,0.10,0.50,0.10,0.10,0.20,2.90,5.30,3.20,9.70,0.10,0.10,3.20,0.10,0.50,0.10,0.10,0.20,2.90,5.30,3.20,9.70,0.10,0.10,3.20,0.10
2016-07-10,0.20,0.10,0.10,0.10,1.80,4.10,2.30,8.90,0.10,0.10,2.60,0.10,0.20,0.10,0.10,0.10,1.70,4.00,2.20,8.70,0.10,0.10,2.60,0.10,0.20,0.10,0.10,0.10,1.80,4.10,2.20,8.90,0.10,0.10,2.60,0.10,0.10,0.10,0.10,0.10,0.80,2.50,1.20,7.00,0.10,0.10,1.70,0.10,0.10,0.10,0.10,0.10,0.70,2.40,1.10,6.80,0.10,0.10,1.70,0.10,0.10,0.10,0.10,0.10,0.80,2.50,1.20,7.00,0.10,0.10,1.70,0.10,0.10,0.10,0.10,0.10,0.30,1.30,0.60,5.10,0.10,0.10,1.10,0.10,0.40,0.10,0.10,0.20,2.80,5.40,3.20,10.20,0.10,0.10,3.20,0.10,0.40,0.10,0.10,0.20,2.80,5.40,3.20,10.20,0.10,0.10,3.20,0.10
2016-07-11,0.20,0.10,0.10,0.10,1.90,4.30,2.50,9.60,0.00,0.10,2.60,0.10,0.20,0.10,0.10,0.10,1.80,4.20,2.40,9.40,0.10,0.10,2.50,0.10,0.20,0.10,0.10,0.10,1.90,4.30,2.50,9.60,0.10,0.10,2.60,0.10,0.10,0.10,0.10,0.10,0.90,2.70,1.40,7.70,0.00,0.10,1.70,0.10,0.10,0.10,0.10,0.10,0.80,2.50,1.30,7.50,0.00,0.10,1.70,0.10,0.10,0.10,0.10,0.10,0.90,2.70,1.40,7.70,0.10,0.10,1.70,0.10,0.10,0.10,0.10,0.10,0.30,1.50,0.70,5.80,0.10,0.10,1.10,0.10,0.40,0.10,0.10,0.20,2.90,5.50,3.40,10.90,0.10,0.10,3.20,0.10,0.40,0.10,0.10,0.20,2.80,5.50,3.40,10.90,0.10,0.10,3.20,0.10
2016-07-12,0.20,0.10,0.10,0.10,2.00,4.30,2.50,9.50,0.00,0.10,2.60,0.10,0.20,0.10,0.10,0.10,1.90,4.20,2.40,9.40,0.10,0.10,2.50,0.10,0.20,0.10,0.10,0.10,2.00,4.30,2.50,9.50,0.10,0.10,2.60,0.10,0.10,0.10,0.10,0.10,0.90,2.70,1.40,7.70,0.10,0.10,1.70,0.10,0.10,0.10,0.10,0.10,0.80,2.60,1.30,7.40,0.10,0.10,1.70,0.10,0.10,0.10,0.10,0.10,1.00,2.80,1.40,7.70,0.10,0.10,1.70,0.10,0.10,0.10,0.10,0.10,0.30,1.50,0.70,5.80,0.10,0.10,1.00,0.10,0.40,0.10,0.10,0.20,2.90,5.60,3.40,10.80,0.10,0.10,3.20,0.10,0.40,0.10,0.10,0.20,2.90,5.60,3.40,10.80,0.10,0.10,3.20,0.10
2016-07-13,0.20,0.10,0.10,0.10,2.20,4.60,2.80,10.00,0.10,0.10,2.50,0.10,0.20,0.10,0.10,0.10,2.10,4.40,2.60,9.90,0.10,0.10,2.50,0.10,0.20,0.10,0.10,0.10,2.20,4.60,2.80,10.00,0.10,0.10,2.50,0.10,0.10,0.10,0.10,0.10,1.10,3.00,1.70,8.20,0.10,0.10,1.70,0.10,0.10,0.10,0.10,0.10,1.00,2.80,1.50,8.00,0.10,0.10,1.70,0.10,0.10,0.10,0.10,0.10,1.10,3.00,1.70,8.30,0.10,0.10,1.70,0.10,0.10,0.10,0.10,0.10,0.40,1.70,0.90,6.30,0.10,0.10,1.00,0.10,0.40,0.10,0.10,0.20,3.10,5.80,3.70,11.30,0.10,0.10,3.10,0.10,0.40,0.10,0.10,0.20,3.10,5.80,3.70,11.30,0.10,0.10,3.10,0.10
2016-07-14,0.30,0.10,0.10,0.10,2.70,5.10,3.20,10.50,0.00,0.10,2.60,0.10,0.30,0.10,0.10,0.10,2.60,4.90,3.10,10.30,0.10,0.10,2.60,0.10,0.30,0.10,0.10,0.10,2.70,5.10,3.20,10.50,0.10,0.10,2.60,0.10,0.10,0.10,0.10,0.10,1.50,3.40,2.00,8.60,0.10,0.10,1.70,0.10,0.10,0.10,0.10,0.10,1.40,3.20,1.90,8.30,0.00,0.10,1.70,0.10,0.10,0.10,0.10,0.10,1.50,3.50,2.00,8.70,0.10,0.10,1.70,0.10,0.10,0.10,0.10,0.10,0.70,2.10,1.10,6.60,0.00,0.10,1.00,0.10,0.50,0.10,0.10,0.20,3.80,6.40,4.30,11.80,0.10,0.10,3.20,0.10,0.50,0.10,0.10,0.20,3.70,6.30,4.20,11.80,0.10,0.10,3.20,0.10
2016-07-15,0.40,0.10,0.10,0.10,3.00,5.30,3.40,10.70,0.10,0.10,2.70,0.20,0.30,0.10,0.10,0.10,2.90,5.20,3.30,10.50,0.10,0.10,2.60,0.20,0.40,0.10,0.10,0.10,3.00,5.30,3.40,10.70,0.10,0.10,2.60,0.20,0.20,0.10,0.10,0.10,1.70,3.60,2.10,8.60,0.10,0.10,1.70,0.20,0.10,0.10,0.10,0.10,1.60,3.40,1.90,8.40,0.10,0.10,1.70,0.20,0.20,0.10,0.10,0.10,1.80,3.70,2.20,8.80,0.10,0.10,1.80,0.20,0.10,0.10,0.10,0.10,0.80,2.10,1.10,6.50,0.00,0.10,1.00,0.20,0.70,0.10,0.10,0.20,4.10,6.60,4.50,12.00,0.10,0.10,3.30,0.20,0.70,0.10,0.10,0.20,4.10,6.60,4.50,12.00,0.10,0.10,3.30,0.20
2016-07-16,0.40,0.10,0.10,0.10,2.80,5.10,3.20,10.00,0.10,0.10,2.70,0.20,0.30,0.10,0.10,0.10,2.60,4.90,3.10,9.80,0.10,0.10,2.70,0.20,0.40,0.10,0.10,0.10,2.80,5.00,3.20,10.00,0.10,0.10,2.70,0.20,0.10,0.10,0.10,0.10,1.50,3.30,2.00,7.90,0.10,0.10,1.80,0.20,0.10,0.10,0.10,0.10,1.40,3.10,1.80,7.60,0.10,0.10,1.70,0.20,0.20,0.10,0.10,0.10,1.60,3.40,2.00,8.00,0.10,0.10,1.80,0.20,0.10,0.10,0.10,0.10,0.60,1.80,1.00,5.70,0.10,0.10,1.00,0.20,0.60,0.10,0.10,0.20,3.90,6.40,4.30,11.40,0.10,0.10,3.30,0.20,0.60,0.10,0.10,0.20,3.80,6.40,4.30,11.40,0.10,0.10,3.30,0.20
2016-07-17,0.30,0.10,0.10,0.10,2.50,4.60,2.90,9.00,0.10,0.10,2.70,0.20,0.30,0.10,0.10,0.10,2.40,4.50,2.80,8.80,0.10,0.10,2.60,0.20,0.30,0.10,0.10,0.10,2.50,4.60,2.90,9.00,0.10,0.10,2.70,0.20,0.10,0.10,0.10,0.10,1.30,2.90,1.70,6.90,0.10,0.10,1.70,0.20,0.10,0.10,0.10,0.10,1.20,2.70,1.60,6.60,0.10,0.10,1.70,0.20,0.10,0.10,0.10,0.10,1.40,3.00,1.80,7.10,0.10,0.10,1.80,0.20,0.10,0.10,0.10,0.10,0.50,1.50,0.90,4.80,0.10,0.10,1.00,0.20,0.60,0.10,0.10,0.20,3.60,6.00,3.90,10.50,0.10,0.10,3.30,0.20,0.60,0.10,0.10,0.20,3.60,5.90,3.90,10.40,0.10,0.10,3.30,0.20
2016-07-18,0.30,0.10,0.10,0.10,2.30,4.40,2.60,8.40,0.10,0.10,2.60,0.20,0.30,0.10,0.10,0.10,2.20,4.20,2.50,8.30,0.10,0.10,2.60,0.20,0.30,0.10,0.10,0.10,2.30,4.30,2.60,8.40,0.10,0.10,2.60,0.20,0.10,0.10,0.10,0.10,1.20,2.70,1.50,6.40,0.10,0.10,1.70,0.20,0.10,0.10,0.10,0.10,1.10,2.50,1.40,6.20,0.10,0.10,1.60,0.20,0.10,0.10,0.10,0.10,1.30,2.80,1.60,6.60,0.10,0.10,1.70,0.20,0.10,0.10,0.10,0.10,0.50,1.40,0.70,4.50,0.10,0.10,1.00,0.20,0.50,0.10,0.10,0.20,3.30,5.60,3.60,9.80,0.10,0.10,3.30,0.20,0.50,0.10,0.10,0.20,3.30,5.60,3.60,9.80,0.10,0.10,3.30,0.20
2016-07-19,0.30,0.10,0.10,0.10,2.20,4.20,2.50,8.30,0.10,0.10,2.60,0.20,0.30,0.10,0.10,0.10,2.10,4.00,2.40,8.10,0.10,0.10,2.60,0.20,0.30,0.10,0.10,0.10,2.20,4.20,2.50,8.30,0.10,0.10,2.60,0.20,0.10,0.10,0.10,0.10,1.10,2.60,1.40,6.40,0.10,0.10,1.70,0.20,0.10,0.10,0.10,0.10,1.00,2.40,1.30,6.20,0.10,0.10,1.60,0.20,0.10,0.10,0.10,0.10,1.20,2.70,1.50,6.60,0.10,0.10,1.70,0.20,0.10,0.10,0.10,0.10,0.40,1.30,0.70,4.50,0.10,0.10,1.00,0.20,0.50,0.10,0.10,0.20,3.10,5.40,3.50,9.70,0.10,0.10,3.30,0.20,0.50,0.10,0.10,0.20,3.10,5.40,3.50,9.60,0.10,0.10,3.30,0.20
2016-07-20,0.30,0.10,0.10,0.10,2.10,4.10,2.60,8.40,0.10,0.10,2.60,0.20,0.30,0.10,0.10,0.10,2.00,4.00,2.50,8.30,0.10,0.10,2.50,0.20,0.30,0.10,0.10,0.10,2.10,4.10,2.50,8.40,0.10,0.10,2.60,0.20,0.10,0.10,0.10,0.10,1.10,2.60,1.50,6.50,0.10,0.10,1.60,0.20,0.10,0.10,0.10,0.10,1.00,2.40,1.40,6.40,0.10,0.10,1.60,0.20,0.10,0.10,0.10,0.10,1.20,2.70,1.60,6.70,0.10,0.10,1.70,0.20,0.10,0.10,0.10,0.10,0.40,1.30,0.70,4.70,0.10,0.10,0.90,0.20,0.50,0.10,0.10,0.20,3.10,5.40,3.50,9.80,0.10,0.10,3.30,0.20,0.50,0.10,0.10,0.20,3.10,5.40,3.50,9.80,0.10,0.10,3.30,0.20
2016-07-21,0.30,0.10,0.10,0.10,1.90,3.90,2.30,8.00,0.10,0.10,2.50,0.20,0.30,0.10,0.10,0.10,1.90,3.70,2.30,7.90,0.10,0.10,2.50,0.20,0.30,0.10,0.10,0.10,1.90,3.90,2.30,8.00,0.10,0.10,2.50,0.20,0.10,0.10,0.10,0.10,1.00,2.30,1.30,6.20,0.10,0.10,1.60,0.20,0.10,0.10,0.10,0.10,0.90,2.20,1.20,6.00,0.10,0.10,1.50,0.20,0.10,0.10,0.10,0.10,1.10,2.50,1.40,6.40,0.10,0.10,1.60,0.20,0.10,0.10,0.10,0.10,0.40,1.20,0.60,4.30,0.10,0.10,0.90,0.20,0.50,0.10,0.10,0.20,2.90,5.10,3.20,9.40,0.10,0.10,3.20,0.20,0.50,0.10,0.10,0.20,2.90,5.10,3.20,9.30,0.10,0.10,3.20,0.20
2016-07-22,0.30,0.10,0.10,0.10,1.90,3.80,2.40,8.30,0.10,0.10,2.50,0.20,0.20,0.10,0.10,0.10,1.80,3.70,2.30,8.20,0.10,0.10,2.50,0.20,0.30,0.10,0.10,0.10,1.90,3.80,2.30,8.30,0.10,0.10,2.50,0.20,0.10,0.10,0.10,0.10,0.90,2.30,1.30,6.50,0.10,0.10,1.60,0.20,0.10,0.10,0.10,0.10,0.90,2.20,1.30,6.40,0.10,0.10,1.50,0.20,0.10,0.10,0.10,0.10,1.00,2.50,1.50,6.80,0.10,0.10,1.60,0.20,0.10,0.10,0.10,0.10,0.30,1.20,0.60,4.70,0.10,0.10,0.90,0.20,0.40,0.10,0.10,0.20,2.80,5.00,3.30,9.60,0.10,0.10,3.20,0.20,0.40,0.10,0.10,0.20,2.80,5.00,3.20,9.60,0.10,0.10,3.20,0.20
2016-07-23,0.30,0.10,0.10,0.10,2.00,4.10,2.60,9.10,0.10,0.10,2.50,0.20,0.30,0.10,0.10,0.10,2.00,4.00,2.50,9.00,0.10,0.10,2.40,0.20,0.30,0.10,0.10,0.10,2.00,4.00,2.60,9.00,0.10,0.10,2.50,0.20,0.10,0.10,0.10,0.10,1.00,2.60,1.50,7.20,0.10,0.10,1.50,0.20,0.10,0.10,0.10,0.10,1.00,2.50,1.50,7.10,0.10,0.10,1.50,0.20,0.10,0.10,0.10,0.10,1.20,2.80,1.70,7.50,0.10,0.10,1.60,0.20,0.10,0.10,0.10,0.10,0.40,1.40,0.80,5.40,0.10,0.10,0.90,0.20,0.50,0.10,0.10,0.20,2.90,5.30,3.50,10.40,0.10,0.10,3.20,0.20,0.50,0.10,0.10,0.20,2.90,5.20,3.50,10.40,0.10,0.10,3.20,0.20
2016-07-24,0.30,0.10,0.10,0.10,2.20,4.20,2.70,9.30,0.10,0.10,2.50,0.20,0.30,0.10,0.10,0.10,2.20,4.10,2.70,9.20,0.10,0.10,2.40,0.20,0.30,0.10,0.10,0.10,2.20,4.20,2.70,9.30,0.10,0.10,2.50,0.20,0.10,0.10,0.10,0.10,1.20,2.70,1.60,7.40,0.10,0.10,1.50,0.20,0.10,0.10,0.10,0.10,1.10,2.60,1.60,7.40,0.10,0.10,1.50,0.20,0.10,0.10,0.10,0.10,1.30,2.90,1.80,7.80,0.10,0.10,1.60,0.20,0.10,0.10,0.10,0.10,0.50,1.50,0.80,5.50,0.10,0.10,0.80,0.20,0.50,0.10,0.10,0.20,3.20,5.40,3.70,10.60,0.10,0.10,3.10,0.20,0.50,0.10,0.10,0.20,3.20,5.40,3.70,10.60,0.10,0.10,3.10,0.20
2016-07-25,0.30,0.10,0.10,0.10,2.20,4.30,2.70,9.40,0.10,0.10,2.40,0.20,0.30,0.10,0.10,0.10,2.10,4.20,2.70,9.40,0.10,0.10,2.40,0.20,0.30,0.10,0.10,0.10,2.20,4.20,2.70,9.40,0.10,0.10,2.40,0.20,0.10,0.10,0.10,0.10,1.10,2.80,1.70,7.60,0.10,0.10,1.50,0.20,0.10,0.10,0.10,0.10,1.10,2.70,1.70,7.60,0.10,0.10,1.40,0.20,0.10,0.10,0.10,0.10,1.30,3.00,1.90,8.00,0.10,0.10,1.60,0.20,0.10,0.10,0.10,0.10,0.50,1.60,0.90,5.70,0.10,0.10,0.80,0.20,0.50,0.10,0.10,0.20,3.10,5.50,3.70,10.80,0.10,0.10,3.10,0.20,0.50,0.10,0.10,0.20,3.10,5.50,3.70,10.80,0.10,0.10,3.10,0.20
2016-07-26,0.30,0.10,0.10,0.10,2.40,4.70,3.10,10.20,0.10,0.10,2.50,0.20,0.30,0.10,0.10,0.10,2.50,4.60,3.10,10.20,0.10,0.10,2.40,0.20,0.30,0.10,0.10,0.10,2.40,4.70,3.10,10.20,0.10,0.10,2.50,0.20,0.10,0.10,0.10,0.10,1.30,3.10,1.90,8.30,0.10,0.10,1.50,0.20,0.10,0.10,0.10,0.10,1.40,3.20,2.00,8.40,0.10,0.10,1.50,0.20,0.20,0.10,0.10,0.10,1.60,3.50,2.20,8.80,0.10,0.10,1.60,0.20,0.10,0.10,0.10,0.10,0.60,1.90,1.10,6.50,0.10,0.10,0.80,0.20,0.60,0.10,0.10,0.20,3.40,5.90,4.10,11.50,0.10,0.10,3.20,0.20,0.60,0.10,0.10,0.20,3.40,5.90,4.10,11.50,0.10,0.10,3.20,0.20
