day_of_year,Yolo Bypass,Sacramento River,East Delta,Lower Sacramento River,South Delta,Suisun Marsh,Confluence,Lower San Joaquin River,SW Suisun,SE Suisun,NE Suisun,NW Suisun
121,18.613212179571747,17.61135747720048,18.424836713943762,17.49231836246825,18.198352820611152,18.21306832564425,17.565484276485936,18.36435059949823,17.185812125660558,17.477704568634366,17.50601627574591,17.64399268718432
122,18.676514613453143,17.63049614390089,18.437929623827305,17.558947429305555,18.23133356777662,18.234835172360036,17.633572420569852,18.439369619302262,17.265360516735115,17.55483566538539,17.580883484657093,17.71727705328441
123,18.717426165963207,17.655659717906605,18.477114207662378,17.613513149099962,18.28791275609028,18.31632056441053,17.715096264274077,18.522594034882918,17.312999442160894,17.628620160669918,17.647187940310737,17.76558534910443
124,18.798617817107335,17.697142461669884,18.48790001487805,17.675641149099924,18.34274056426417,18.383158933113883,17.765342453317857,18.599546891539912,17.38640351732238,17.6664253265799,17.700037364439183,17.83883367707879
125,18.804830950237704,17.794856183486825,18.58613938110035,17.717286079691505,18.440357871391402,18.472598756969248,17.833572476322953,18.66041904654835,17.46923877862595,17.75431007335048,17.778723921815946,17.918033867707948
126,18.87276307242368,17.91192857500653,18.713002264950507,17.793268272493663,18.557756715891887,18.53018688374488,17.916829622088603,18.752772812552422,17.527878214914864,17.8373565316105,17.851170521227814,17.966258826366513
127,18.935296091443554,18.041191677523535,18.81719727750109,17.874477534704653,18.66401503370106,18.59788908117927,17.96275641030093,18.826969857450933,17.60198389312982,17.877371260915712,17.902146771753063,18.036193474965124
128,18.99017667958695,18.174045428400316,18.93984175207184,17.938275028277754,18.74739215778296,18.627495918439582,18.032339674307362,18.905942889658956,17.625157386964204,17.939136873908712,17.952248806221146,18.050222514928365
129,19.000753021517454,18.287416933560273,19.03720677252836,17.9903091002574,18.82456314968701,18.669263806015707,18.096900518631312,18.943280755135337,17.70180357017028,18.00053535452322,18.024277604035063,18.12190116903978
130,19.016840136385607,18.409624016433344,19.229859888407315,18.07650407197914,18.912450287872748,18.720433953685205,18.16067225329736,19.03224169208605,17.73465293599527,18.06651157876304,18.069899180327404,18.146898282039512
131,19.068322999567688,18.518455997594508,19.331945997857552,18.157992048842697,19.0080658078443,18.746180908724252,18.224626081071673,19.11316688869463,17.799730528479156,18.10847320293322,18.125220756619974,18.205628001837283
132,19.07717464438765,18.641076522196396,19.430827777834118,18.227298465295668,19.078793704893734,18.806757137427233,18.27730707053909,19.177274042283663,17.82194062243101,18.187917492140734,18.179922984447092,18.233972232430006
133,19.076015704231672,18.733406242108767,19.443741184789793,18.295309853470396,19.126343861457265,18.847944298197156,18.337089196386287,19.232110149662933,17.884251955372886,18.211420897659256,18.21998155107186,18.262254035369835
134,19.127500628389306,18.826817248722236,19.597991171763123,18.372373483290595,19.1798189351134,18.911148864672178,18.410723784403583,19.308159185113116,17.91257719318848,18.292624519734645,18.301549033207305,18.33243713826399
135,19.149632197531997,18.89870138591061,19.703619673580736,18.463909521851193,19.24966712744958,19.018462946313242,18.480851113372317,19.39626463864867,17.98425207281267,18.318683332169464,18.332321870534063,18.374207186495415
136,19.208406034221586,18.92938298526882,19.721765874643168,18.547385185090253,19.32518568367693,19.094735941955253,18.564704767679487,19.45751431627976,18.033757756899607,18.41319456863475,18.411217540983966,18.443423148828725
137,19.265106568475066,19.003875609780806,19.82439026224677,18.599375064266972,19.41576674683975,19.151649825509814,18.618956370476845,19.539562271099292,18.06654976512043,18.46903926301099,18.49323271963012,18.499501761598324
138,19.280646409299017,19.011397802385325,19.82441578814572,18.665847845757774,19.483036004211403,19.16118719801816,18.68858016284687,19.61086842400288,18.111313376394605,18.510690614739797,18.509351227406377,18.53333402618242
139,19.302140659325854,19.058153705280702,19.87186955686921,18.733690449871407,19.546869490486593,19.182496731959407,18.73541831047279,19.65753174074071,18.13404248385202,18.539923768774035,18.544990315258193,18.55309305695855
140,19.373635415993395,19.119309070047738,19.879171434487066,18.777589974293097,19.618724785114598,19.224932733542783,18.784165873088348,19.730835109829165,18.172864703464413,18.594461522877577,18.59951963429956,18.610638307303272
141,19.37849870730261,19.188940465981133,19.981542495117893,18.836386840617095,19.682845813966964,19.263537578110626,18.843620854055292,19.787463485175778,18.21312826776279,18.630553070205536,18.623364649011766,18.64117526182799
142,19.452931784535945,19.255508714800385,19.992505421276263,18.87582588946032,19.764260612077628,19.296272945068658,18.88875224975312,19.867618251291898,18.257494750440376,18.6868378693677,18.69848296342969,18.703011288470314
143,19.516573600839752,19.33426364214685,20.08514962521391,18.95504153470483,19.83373560264574,19.351595285694955,18.96245020090171,19.95007996642429,18.2977286846741,18.749525420886233,18.74761376628833,18.746165039044673
144,19.56553759405574,19.425480967032897,20.18904218730087,19.03829178149114,19.921253413632098,19.390744419760114,19.035520995663322,20.040376200135547,18.370700434527315,18.811208047502742,18.81605009247614,18.83504687643584
145,19.63973069741361,19.501008048903948,20.25679303310696,19.099276982004632,20.011101615879586,19.459530175032558,19.119103639262253,20.13367509816297,18.45820642395771,18.918599133776457,18.926525792350056,18.941010395039058
146,19.757976090122128,19.601207017738005,20.359959672187166,19.180295604112644,20.139340567754992,19.523031025233863,19.207447681212617,20.247347640415686,18.510963992953585,19.018333922459053,19.033084270701693,19.068535845199413
147,19.841739195465287,19.705219383204945,20.46150447177574,19.273577125964113,20.2673831833418,19.569135169329616,19.285365425260693,20.35217976981776,18.609937633587794,19.111774802653894,19.131303404791453,19.17204194993094
148,19.960305759294364,19.815877464675516,20.49593572863209,19.354316105398514,20.410862763380475,19.64640123398735,19.368470129210507,20.471521927104167,18.682280722254852,19.205342088717686,19.21565719209736,19.238779547542915
149,20.05065491134159,19.96924752781057,20.598747467681694,19.44685677377945,20.55159761094361,19.696186526225084,19.45308388883856,20.568380851588724,18.77571584850264,19.29484864827104,19.315640071459047,19.332179430409095
150,20.102115661488615,20.129511493135904,20.701173603649234,19.548603616966822,20.685376753804,19.76281686523548,19.543479894681028,20.658685713311478,18.804549882560188,19.378459685645293,19.406164413619724,19.400310043638047
151,20.152641557333123,20.27386559474621,20.799311450289924,19.632237562981143,20.81253897528177,19.831398052313382,19.606551362069396,20.740215769646845,18.89140320610688,19.46766767376911,19.49953675493905,19.490254503904186
152,20.277807193872775,20.417678974845934,20.89485801683595,19.692064691516165,20.95822009897636,19.93264524914594,19.679015073901624,20.81202727792552,18.938471726365194,19.500360548375927,19.52136479192915,19.549044761138806
153,20.36584940321614,20.539496989680906,21.02809594764059,19.766696938303568,21.085234438828692,20.028519412094276,19.763302197543105,20.89087783645352,18.990185355255406,19.58422912678965,19.609181761243644,19.600462322002592
