day_of_year,Yolo Bypass,Sacramento River,East Delta,Lower Sacramento River,South Delta,Suisun Marsh,Confluence,Lower San Joaquin River,SW Suisun,SE Suisun,NE Suisun,NW Suisun
121,17.615779882072786,16.270743645656577,17.064967443966804,16.72811194344467,17.098358949555852,17.389851042843443,16.858860424813557,17.566068902293207,16.22528187316497,16.639207694725247,16.6444912694408,16.700692315112367
122,17.68092114600313,16.30237139943873,17.06275296940146,16.79125801028289,17.16550973206392,17.428912702435643,16.914080237186138,17.589404710920277,16.31116547269524,16.700749315403296,16.71266685582166,16.739502634359184
123,17.705737699346084,16.324981549754373,17.12347069190043,16.825627110540104,17.209261884555485,17.515078842999642,16.963847642267282,17.639372690490603,16.365825419847326,16.77835353126032,16.798232837326616,16.814514377583986
124,17.74508062606296,16.35470559374572,17.184702622989967,16.851142951156994,17.265181695876137,17.603558291411403,17.022316073103795,17.696117204516295,16.437680998238378,16.840305249738478,16.85353781420803,16.901220881947648
125,17.78503945111986,16.38300660486858,17.231060090672653,16.89215939074555,17.325639588309382,17.657966471185343,17.06319219046023,17.780072580378313,16.52193909571346,16.90774892420585,16.915836183270535,16.973940231970474
126,17.81018250091725,16.39206200370607,17.23759646935819,16.941218735218204,17.374018309902382,17.750796578992166,17.154634065846906,17.86777962641595,16.599650129183807,16.991207418791532,17.008875485498038,17.032224754248755
127,17.846610982835696,16.409362680627847,17.293368658516087,16.972340457582987,17.434588006959082,17.8169847379224,17.216455096913812,17.9474356160021,16.671061726365203,17.0687263918964,17.100099163513725,17.119333534680713
128,17.88404248611063,16.455543903695933,17.354157905238026,16.99291295372742,17.482452452329383,17.84802891448442,17.25881409240149,18.009009971546938,16.732376230182023,17.107433929444277,17.112730281630725,17.145364618741393
129,17.89910193306868,16.489082951195545,17.45435514972557,17.03289850899778,17.552200536820873,17.90528341240044,17.314855134081196,18.084711199569373,16.782097392836153,17.133565571078886,17.154128848255457,17.20724724850695
130,17.896809996339506,16.520902156527303,17.51897180135502,17.04921472750678,17.602256515727625,17.91648297766205,17.323931999290338,18.140148992489326,16.820926300645908,17.19331430317846,17.207052677595417,17.23358564308671
