day_of_year,Yolo Bypass,Sacramento River,East Delta,Lower Sacramento River,South Delta,Suisun Marsh,Confluence,Lower San Joaquin River,SW Suisun,SE Suisun,NE Suisun,NW Suisun
121,1.1247089569324074,1.3774576783525767,0.6067698304580975,1.7040541239945932,0.8539714723628284,2.6350134721951264,1.7850836544814173,0.6541414130712143,2.4438063541048702,2.371460271907272,2.4406230901917185,2.653191849117543
122,1.2142396971040612,1.3886871383886712,0.6232963522555777,1.7090136357185284,0.8571585289949145,2.6271828288277375,1.79315875709663,0.6582835004852446,2.4427882769507296,2.3792398927901757,2.450495909014604,2.67103791025178
123,1.131066015872786,1.3915589833388804,0.6195085792023549,1.7104287074908897,0.8521308592530149,2.607696115288386,1.8017687875857034,0.6685434268601751,2.443680285537515,2.3818808539528677,2.451576585566028,2.6780689126922774
124,1.1468506738276671,1.3673691318891725,0.6272465144871305,1.7304373467718648,0.8426773766270436,2.5880771394867086,1.828619031032034,0.6855070145505361,2.444664864857304,2.3864724730201843,2.4554364439718688,2.6909632667839234
125,1.1526369048150351,1.3791529680433345,0.628110260900611,1.7504286872623323,0.8291075390122662,2.568788871859361,1.859829511078609,0.7063815544211405,2.460675911870598,2.4049623998964136,2.471111072733964,2.7070614717073758
126,1.0987481776379768,1.3823750693786296,0.6360942694431663,1.769886388591002,0.8177483740174615,2.5574944985781793,1.8817391903697898,0.7330317696682975,2.486493834440989,2.4376710793309875,2.503402641468743,2.732239595815397
127,1.1968569071995219,1.3681630877850404,0.642139012172063,1.7804999483292256,0.8063441191675117,2.551416766884825,1.9050722297192098,0.7523465642096369,2.506539241230666,2.464278363768672,2.525819858254982,2.7391732289417687
128,1.1294185122243592,1.3795244866370753,0.6429681998281613,1.792590984539451,0.7982170633459458,2.551611131590701,1.9234687039529157,0.7667057269756342,2.5291534693740836,2.4842615594726394,2.5383364651968083,2.7467375271931327
129,1.0084652695099676,1.403218994719655,0.6433031787613595,1.7953808035363852,0.8037724625350184,2.5560545259077343,1.922920862140174,0.7946012253486411,2.538683428578937,2.4950016820339966,2.5465737950205267,2.744051886057954
130,1.015323225924311,1.4114425120638279,0.6376433912070953,1.8111867042182814,0.8029434384515387,2.542183114806734,1.9312410486263805,0.7920283647006099,2.550636257133659,2.501626416196366,2.5493952207785173,2.7419582613660416
131,1.0195921562913706,1.4135660890113102,0.6379116001969923,1.818822371957013,0.8159538866333568,2.526211819853392,1.9389528186986567,0.7984964194279986,2.565767588088892,2.5180564974031183,2.5721876067573906,2.7578336486190747
132,1.0658874430120726,1.408043851816756,0.6367244784917937,1.8105452714878472,0.8211147699746901,2.499866211499793,1.9439402174775913,0.7864290259554075,2.5789048408023825,2.5222942542521425,2.5793462335755257,2.771937389480991
133,1.1125463707614578,1.4158675479582539,0.6340554389953061,1.8087105090303726,0.8370938623975803,2.4890145394729153,1.940361383049173,0.7840690978858211,2.591751881511661,2.5307920351878286,2.5894855475290717,2.780680895073402
134,1.0578166651121477,1.4413721870618792,0.596130194226213,1.8064995941590885,0.8474676143130759,2.478396901795737,1.924857215309623,0.768933282895466,2.609570253613441,2.5282801409623894,2.5904233032484707,2.7958984386629715
135,0.9885152018688749,1.448740297931602,0.5875148375990872,1.7961647365253095,0.8543501818932016,2.475872244873511,1.9089647010763462,0.7467345384658435,2.6074707447350463,2.5181854105271633,2.5833809213286285,2.7951017089483265
136,1.0639911744776056,1.4524003838309887,0.6115109368378366,1.7948760069234795,0.8543060454668506,2.456986326023567,1.9007331572340123,0.7140308349468847,2.6059024232197454,2.5029466741927635,2.570155263589575,2.7959624925671176
137,0.9678654574086468,1.4736545322959407,0.602871610741418,1.7883361387590755,0.8627330850404283,2.4475789549057745,1.8838102030387227,0.702263865577828,2.5993600562151853,2.49559463451003,2.570268320832626,2.799651032529863
138,1.4385676682766324,1.418742009315138,0.6015867936408753,1.7783881264369572,0.8614807448662191,2.4568762639364645,1.8772368650917897,0.6823825243361493,2.5768185248895192,2.4796179124077136,2.560261638876996,2.786380065213921
139,1.3555604872704117,1.4021219362460087,0.6292390151940815,1.7668417878970464,0.8648548007499292,2.470644898522266,1.86473146482038,0.6520474916500392,2.546313217914637,2.4625643263909156,2.55080122159206,2.7779641874807735
140,1.2953255116653466,1.3959205531563528,0.6879791376405948,1.7592993247229796,0.8914978770084501,2.4784806544730924,1.8608446435228414,0.7816884687362549,2.53076670282382,2.450857980195257,2.542821817587217,2.7741885298102242
141,1.251509871729235,1.3918944493337932,0.6648396380353256,1.7567469374492952,0.9020028211025001,2.474885501550153,1.8613148117028693,0.7710950120986813,2.5183424190075083,2.4418997692027635,2.532895527805224,2.76427882471775
142,1.2388070486097917,1.3931326044715506,0.6619230924579899,1.7504997000217235,0.9122674064152707,2.4713807763357174,1.8576189281865134,0.756770527397445,2.5110604748697662,2.432083718982071,2.5227005402625537,2.7541977583150565
143,1.2906891110705276,1.3957212176763336,0.6909368555440298,1.7475865227364178,0.9144040740892653,2.4716898208663904,1.849752976929967,0.7402269157960957,2.510624676279041,2.4283835877186726,2.5157515485290327,2.746615403328973
144,1.2383009980968316,1.407043353624393,0.6619966122299072,1.7400499700488494,0.9225665119980059,2.472525730570782,1.8373140310001959,0.7205082356595993,2.505988767010098,2.426221395430526,2.5136914411415403,2.7463477157805825
145,1.2400405615479497,1.3962385856514292,0.6268728721470515,1.7309956598649185,0.9295411251746816,2.4630740172807806,1.837285311966538,0.6942167391214069,2.503214720497607,2.4193159199685836,2.504980189576524,2.7398494258378596
