Date	Seq.Day	Frc.Max.Daylight	Temp.ANH	Temp.HON	Temp.SSI	NTU.ANH	NTU.HON	NTU.SSI
9/28/2018	120	0.803833145	19.94517188	18.8012725	19.6624525	10.956875	59.63474935	14.35157895
9/29/2018	121	0.801578354	19.58953	18.64645688	19.39941063	10.21854167	23.33020833	10.74105263
9/30/2018	122	0.798196167	19.39044	18.72372	19.39044	10.22	8.8	13.7
6/1/2019	1	0.988726043	19.6717125	18.9027753	18.864935	6.236875	23.38733788	8.45625
6/2/2019	2	0.989853439	19.772415	19.314045	19.08428125	7.072604167	28.86756185	10.0671875
6/3/2019	3	0.990980834	19.9008975	19.2480675	19.281635	7.023958333	25.40677083	12.24791667
6/4/2019	4	0.99210823	20.37257875	19.72437875	19.80887625	6.6825	22.259375	9.558333333
6/5/2019	5	0.981961669	21.05695063	20.5166875	20.13876375	6.5346875	21.14166667	7.753125
6/6/2019	6	0.981961669	21.20250625	20.32164875	19.91536625	6.681145833	39.73333333	7.539583333
6/7/2019	7	0.994363021	20.8870875	19.865015	19.267745	6.4475	25.8875	7.3875
6/8/2019	8	0.994363021	20.62144125	19.9958125	18.971425	6.5309375	18.14166667	6.667708333
6/9/2019	9	0.996617813	20.76381375	20.34885	18.94190875	6.380520833	14.56041667	6.183333333
6/10/2019	10	0.996617813	21.19614	20.97361063	19.17601313	6.432708333	11.89427083	6.084895833
6/11/2019	11	0.997745209	21.80903625	21.28497813	19.51689688	6.504583333	10.51041667	6.413020833
6/12/2019	12	0.997745209	22.41440875	21.7691025	20.02069875	6.800104167	11.30729167	6.648958333
6/13/2019	13	0.998872604	22.16786125	21.27658625	20.017805	8.182916667	42.65104167	7.838541667
6/14/2019	14	0.998872604	21.88138	20.67121375	19.88527125	8.463541667	42.31666667	8.480208333
6/15/2019	15	1	21.5653825	20.10288125	19.8360775	8.271041667	44.378125	8.380208333
6/16/2019	16	1	21.1625725	19.87253875	19.72900875	8.779583333	37.29479167	8.541666667
6/17/2019	17	1	21.07720688	20.04703188	19.97468813	8.9703125	34.509375	8.286458333
6/18/2019	18	0.998872604	21.27224563	20.4122593	20.40441	8.680677083	39.67513021	8.066731771
6/19/2019	19	1	21.337355	20.44550125	20.5560425	9.2328125	56.34166667	8.36875
6/20/2019	20	1	21.29337	20.44434375	20.52652625	9.2375	43.221875	8.216666667
6/21/2019	21	1	21.25227875	20.39920125	20.6046575	8.05625	32.59895833	6.797916667
6/22/2019	22	1	21.48146375	20.82516125	20.94785625	7.278958333	22.521875	6.076041667
6/23/2019	23	0.998872604	21.92681188	21.39378313	21.51966125	7.136145833	18.6171875	5.4109375
6/24/2019	24	1	22.21271438	21.63599	21.84289313	7.110572917	23.746875	5.022395833
6/25/2019	25	1	22.37736875	21.6857625	21.93636125	6.746770833	23.62604167	4.994791667
6/26/2019	26	0.998872604	22.17364875	21.29337	21.781835	6.8771875	29.07083333	5.763541667
6/27/2019	27	0.998872604	21.9265225	20.97910875	21.5306575	7.68375	26.321875	6.64375
6/28/2019	28	0.998872604	21.83652688	20.95798438	21.44471313	7.463072917	22.29010417	7.084895833
6/29/2019	29	0.997745209	21.84897	20.89692625	21.42243125	7.416145833	23.00520833	7.966666667
6/30/2019	30	0.997745209	21.90279375	20.9380175	21.4936175	7.739895833	29.96666667	8.323958333
7/1/2019	31	0.995490417	21.96095813	20.89519	21.50635	7.986666667	35.396875	8.9125
7/2/2019	32	0.995490417	21.9635625	20.8894025	21.48840875	8.777447917	37.325	9.183333333
7/3/2019	33	0.994363021	22.05297938	20.95451188	21.5352875	9.308385417	38.98125	9.3125
7/4/2019	34	0.994363021	22.18753875	21.19324625	21.66434875	9.236458333	32.41354167	9.364583333
7/5/2019	35	0.993235626	22.30444625	21.35992625	21.8385525	9.198958333	40.33958333	9.175
7/6/2019	36	0.99210823	22.47691375	21.51850375	22.03706375	8.9540625	40.11875	8.870833333
7/7/2019	37	0.990980834	22.56980313	21.35819	22.0885725	9.361822917	53.30260417	8.883854167
7/8/2019	38	0.989853439	22.56199	21.1093275	21.99307875	9.4525	59.80729167	8.9375
7/9/2019	39	0.989853439	22.550415	20.985475	21.851285	9.679375	47.89375	9.188541667
7/10/2019	40	0.987598647	22.4682325	21.37728875	21.87038375	10.286875	50.853125	9.548958333
7/11/2019	41	0.986471251	22.541155	21.51618875	21.9265225	10.773125	49.47291667	9.623958333
7/12/2019	42	0.985343856	22.67311	21.54773063	22.09638563	10.7775	51.99739583	9.569791667
7/13/2019	43	0.98421646	22.75268813	21.48406813	22.21618688	11.09994792	53.9265625	9.9921875
7/14/2019	44	0.981961669	22.82416375	21.6973375	22.29402875	11.1140625	40.365625	10.08645833
7/15/2019	45	0.981961669	22.88898375	21.89932125	22.38894375	11.14072917	45.83020833	10.028125
7/16/2019	46	0.979706877	22.92226188	21.88890375	22.45955125	11.35072917	53.59166667	10.80104167
7/17/2019	47	0.978579481	23.10659375	22.0816275	22.6626925	10.62635417	27.609375	10.09895833
7/18/2019	48	0.977452086	23.21192625	22.263355	22.93702	10.64322917	36.87083333	10.13541667
7/19/2019	49	0.975197294	23.1025425	22.08915125	22.934705	10.51583333	31.43020833	10.18645833
7/20/2019	50	0.974069899	22.795805	21.7598425	22.65459	11.12833333	37.78333333	11.06354167
7/21/2019	51	0.971815107	22.62275875	21.64930125	22.59729375	10.2178125	31.63125	9.880208333
7/22/2019	52	0.969560316	22.758765	21.95025125	22.84615625	9.201458333	27.77395833	8.539583333
7/23/2019	53	0.969560316	22.99894625	22.110565	23.09501875	9.055833333	32.37708333	7.333333333
7/24/2019	54	0.967305524	23.235655	22.23152375	23.33983	8.5396875	20.31979167	6.465625
7/25/2019	55	0.965050733	23.481045	22.46070875	23.5470225	9.117604167	14.271875	7.026041667
7/26/2019	56	0.962795941	23.193985	22.156865	23.342145	9.993020833	19.834375	8.36875
7/27/2019	57	0.96054115	23.27327375	21.6927075	23.369925	9.277395833	32.92708333	8.402083333
7/28/2019	58	0.959413754	23.5146125	22.46533875	23.63441375	9.110208333	15.6375	9.060416667
7/29/2019	59	0.958286359	23.45500125	22.03243375	23.4845175	8.925625	36.8203125	9.710416667
7/30/2019	60	0.956031567	23.35314125	21.75347625	23.26112	8.79875	26.32083333	9.89375
7/31/2019	61	0.953776776	23.2044025	21.8246625	23.15752375	9.092083333	25.07083333	9.786458333
8/1/2019	62	0.951521984	23.20469188	21.83536938	23.07592	9.096354167	29.10683594	10.50351563
8/2/2019	63	0.949267193	23.35082625	22.07989125	23.10833	8.996145833	23.73854167	10.46875
8/3/2019	64	0.948139797	23.55744	22.44103125	23.2426	8.737083333	20.06145833	10.46979167
8/4/2019	65	0.945885006	23.68331813	22.58803375	23.34388125	8.4690625	22.884375	10.34895833
8/5/2019	66	0.942502818	23.7067575	22.55793875	23.31031375	8.887786458	19.09895833	10.21770833
8/6/2019	67	0.940248027	23.64598875	22.64822375	23.31725875	8.152916667	21.653125	9.503125
8/7/2019	68	0.937993236	23.63557125	22.45955125	23.2507025	7.6553125	30.3375	8.972395833
8/8/2019	69	0.935738444	23.481045	21.95546	22.9289175	7.711979167	34.86875	9.020833333
8/9/2019	70	0.933483653	23.12742875	21.60312785	22.48615566	7.96890625	22.87672526	9.465429688
8/10/2019	71	0.932356257	22.98795	22.08973	22.4659175	7.79875	13.01510417	8.709375
8/11/2019	72	0.930101466	23.0770775	21.99076375	22.50469375	7.1353125	15.64583333	7.877083333
8/12/2019	73	0.926719278	23.32131	22.36347875	22.66385	6.711041667	13.45416667	7.31875
8/13/2019	74	0.924464487	23.60779125	22.6557475	22.91097625	6.418541667	21.04479167	7.164583333
8/14/2019	75	0.922209696	23.9475175	23.0817075	23.20498125	6.201458333	28.01979167	7.234375
8/15/2019	76	0.919954904	24.32479016	23.64070766	23.53262609	6.365625	22.8375651	7.244726563
8/16/2019	77	0.916572717	24.504275	23.71543875	23.81180063	6.352395833	27.72518229	7.119270833
8/17/2019	78	0.915445321	24.19927375	23.20613875	23.550495	7.243958333	39.54229167	7.046875
8/18/2019	79	0.91319053	23.80688125	22.7089925	23.11469625	7.056145833	27.00052083	6.892916667
8/19/2019	80	0.909808343	23.48625375	22.4219325	22.7830725	6.74375	27.73145833	6.401979167
8/20/2019	81	0.907553551	23.272695	22.082785	22.49254	6.636875	35.8221875	6.116354167
8/21/2019	82	0.90529876	23.27558875	22.19159	22.411515	6.7115625	27.02072917	5.6525
