scenario,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-60d,10800-60d,10800-60d,10800-60d,10800-60d,10800-b,10800-b,10800-b,10800-b,10800-b,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-60d,15000-60d,15000-60d,15000-60d,15000-60d,15000-b,15000-b,15000-b,15000-b,15000-b,21000,21000,21000,21000,21000,Noaction,Noaction,Noaction,Noaction,Noaction,fallx2,fallx2,fallx2,fallx2,fallx2
2016-06-29,7704.19,60480.89,36447.56,18467.74,7627.14,7704.39,60489.67,36450.46,18525.90,7625.97,7704.39,60485.59,36444.32,18481.11,7622.15,7704.68,60720.63,36668.59,21620.33,7667.46,7704.68,60753.29,36685.22,21700.05,7672.21,7704.68,60733.77,36680.36,21621.67,7672.39,7705.01,61120.98,36981.65,24050.05,7713.73,7703.57,60361.55,36325.79,15666.58,7586.43,7703.57,60346.01,36317.40,15670.17,7592.48
2016-06-30,7710.25,61211.89,37261.35,17514.99,7796.51,7710.46,61226.86,37275.49,17614.67,7798.98,7710.46,61209.57,37252.84,17536.94,7789.69,7711.03,61447.11,37469.80,21130.01,7845.42,7711.49,61482.33,37496.35,21264.06,7851.29,7711.14,61460.65,37481.04,21145.93,7844.81,7711.49,61805.47,37748.78,23908.81,7897.42,7709.91,61098.55,37079.82,14242.82,7696.06,7709.91,61090.56,37093.98,14254.99,7707.61
2016-07-01,7710.50,61938.65,38312.59,16493.23,8213.06,7710.70,61970.44,38347.13,16645.15,8217.71,7710.70,61938.58,38319.09,16515.81,8216.25,7711.33,62101.41,38470.03,20719.35,8287.76,7711.33,62114.86,38472.39,20898.71,8292.20,7711.33,62099.29,38467.37,20721.36,8287.77,7716.36,62378.71,38696.73,23926.53,8383.68,7710.50,61835.53,37681.60,13075.90,7957.51,7710.50,61835.78,37699.16,13094.90,7957.59
2016-07-02,7716.37,62377.02,38870.13,16708.89,8394.17,7716.37,62370.58,38865.47,16880.68,8393.94,7716.36,62347.74,38853.36,16736.35,8395.98,7716.37,62475.70,38997.64,21187.55,8480.20,7716.37,62505.74,39032.44,21382.48,8497.21,7716.37,62479.88,39001.85,21186.59,8477.41,7716.37,62751.08,39201.55,24456.10,8600.24,7713.08,62246.42,37980.86,12889.12,8067.76,7713.08,62243.59,37989.73,12912.46,8064.79
2016-07-03,7716.36,62289.58,38744.34,17432.65,8353.95,7716.36,62296.16,38744.66,17604.63,8346.39,7716.36,62271.69,38736.73,17468.64,8351.58,7716.36,62433.14,38942.81,21748.64,8461.90,7716.37,62462.03,38976.78,21973.89,8480.57,7716.36,62428.96,38945.40,21740.75,8463.86,7716.37,62703.07,39160.66,24742.88,8596.06,7715.31,62207.30,38016.24,13262.30,8010.13,7715.31,62200.82,38041.36,13294.15,8013.76
2016-07-04,7710.36,62051.69,38356.96,18362.03,8179.34,7710.36,62050.54,38357.76,18571.74,8184.69,7710.16,62034.14,38346.45,18397.43,8178.61,7711.46,62178.06,38531.62,22400.73,8277.26,7711.71,62228.34,38576.11,22652.35,8283.71,7711.46,62176.66,38540.73,22386.15,8282.96,7715.31,62464.47,38739.94,24981.44,8375.58,7710.36,61969.97,37928.56,14048.48,7883.48,7710.36,61960.02,37937.05,14076.14,7885.03
2016-07-05,7705.01,61542.10,37685.82,19402.97,7937.99,7705.01,61540.92,37695.09,19620.37,7951.73,7705.01,61519.32,37668.73,19432.11,7934.27,7705.01,61682.40,37877.46,23171.97,8046.86,7705.01,61713.69,37894.12,23411.07,8045.72,7705.01,61662.91,37859.22,23164.20,8038.49,7708.81,61971.11,38052.22,25231.96,8105.98,7704.95,61437.39,37472.55,15663.51,7671.28,7704.95,61440.03,37481.32,15692.80,7675.66
2016-07-06,7693.13,60778.75,36346.06,19992.86,7262.72,7693.08,60785.47,36350.93,20238.52,7266.55,7690.99,60764.88,36340.19,20032.81,7266.48,7695.12,60934.11,36538.87,23420.95,7359.59,7695.17,60960.23,36576.11,23626.51,7380.81,7695.18,60905.20,36526.16,23396.31,7362.53,7699.61,61234.15,36793.75,25292.87,7476.20,7691.13,60669.56,36212.07,16729.46,7182.43,7690.99,60670.04,36222.25,16745.32,7190.09
2016-07-07,7651.70,59967.43,34636.68,20507.48,6223.66,7651.44,59972.45,34644.89,20762.91,6238.80,7648.89,59966.00,34650.55,20540.33,6243.19,7669.83,60132.67,34816.97,23498.98,6315.74,7671.52,60157.36,34827.77,23693.18,6316.01,7670.41,60114.98,34819.88,23486.04,6327.20,7676.63,60416.94,35017.66,25190.15,6405.60,7643.71,59864.76,34558.83,17479.91,6192.40,7643.71,59871.97,34564.24,17500.40,6188.04
2016-07-08,7554.59,59049.17,33251.44,21035.68,5712.36,7554.59,59053.79,33238.59,21268.86,5708.40,7553.63,59058.59,33262.06,21064.30,5719.10,7554.68,59171.78,33313.19,23568.71,5726.08,7555.27,59192.54,33321.94,23751.00,5728.45,7554.68,59153.65,33308.44,23545.47,5731.64,7556.30,59412.73,33435.27,25002.01,5754.85,7551.08,58952.22,33200.04,18332.27,5712.26,7551.08,58970.44,33215.15,18354.23,5705.90
2016-07-09,7540.23,58699.51,32937.80,21452.52,5666.85,7540.52,58693.42,32920.81,21638.76,5661.47,7539.86,58694.00,32933.28,21477.62,5668.65,7542.40,58862.20,33006.00,23687.62,5680.16,7542.40,58888.05,33013.49,23857.28,5682.26,7542.40,58845.87,32991.85,23666.83,5683.25,7550.43,59090.00,33123.23,24958.22,5694.83,7536.57,58607.48,32895.56,19208.37,5669.74,7536.57,58612.69,32893.78,19228.67,5662.19
2016-07-10,7555.95,58994.07,33330.47,21016.28,5724.42,7555.95,58989.72,33313.60,21202.36,5719.78,7554.71,58972.72,33313.80,21041.62,5727.57,7556.32,59141.79,33374.81,23261.59,5734.45,7556.65,59166.29,33380.66,23457.25,5736.07,7556.32,59128.89,33362.16,23228.03,5736.12,7563.53,59400.76,33515.91,24627.36,5738.88,7554.35,58892.77,33264.42,18928.76,5715.94,7554.35,58890.90,33260.67,18953.58,5714.39
2016-07-11,7569.88,59236.62,33617.49,20285.17,5771.76,7569.88,59229.80,33599.99,20492.01,5766.18,7569.99,59229.93,33611.85,20303.50,5773.16,7570.16,59390.43,33694.85,22593.11,5781.79,7571.04,59420.19,33699.39,22853.70,5783.50,7570.16,59375.05,33671.57,22544.45,5782.96,7574.63,59637.38,33823.26,24290.52,5795.67,7567.16,59121.09,33538.71,18208.55,5762.21,7567.16,59127.01,33545.49,18220.41,5763.08
2016-07-12,7571.28,59231.22,33602.31,20295.85,5769.93,7571.28,59233.60,33590.57,20523.18,5770.80,7571.28,59224.61,33592.48,20313.49,5772.81,7571.56,59369.72,33657.01,22550.54,5778.56,7571.56,59385.32,33658.71,22825.54,5781.28,7571.56,59343.12,33640.08,22483.78,5780.97,7574.87,59626.23,33806.59,24258.45,5791.93,7570.35,59128.74,33538.65,18177.65,5766.23,7570.35,59126.63,33536.20,18223.43,5767.06
2016-07-13,7630.52,59543.75,34150.45,19471.24,6097.02,7630.63,59557.11,34142.22,19739.20,6094.33,7630.30,59532.13,34124.72,19509.32,6096.95,7635.63,59665.48,34205.04,21960.18,6122.49,7639.15,59687.06,34222.76,22275.15,6127.63,7635.63,59641.97,34199.34,21878.38,6122.78,7653.98,59911.47,34400.73,23838.12,6186.63,7624.55,59430.73,34060.12,17271.36,6069.05,7624.81,59438.65,34067.12,17293.16,6072.62
2016-07-14,7692.36,60360.72,35642.06,18150.46,6957.46,7692.36,60357.83,35642.71,18476.33,6961.93,7692.36,60338.18,35646.26,18185.14,6973.29,7693.18,60444.45,35750.04,21212.08,7040.05,7693.18,60464.11,35771.14,21534.48,7049.75,7693.18,60413.00,35728.06,21094.71,7030.55,7694.39,60678.78,35998.80,23483.75,7171.18,7692.49,60262.66,35559.26,15614.93,6916.04,7692.49,60271.13,35573.72,15646.47,6923.04
2016-07-15,7701.65,61386.90,36951.39,17588.63,7370.49,7701.65,61376.04,36959.52,17951.50,7384.68,7701.65,61370.69,36951.34,17616.60,7376.92,7701.75,61470.07,37078.98,21070.21,7452.38,7702.22,61513.09,37120.39,21423.12,7465.16,7701.65,61444.89,37068.92,20928.42,7452.40,7702.76,61762.83,37346.27,23606.48,7566.84,7701.78,61288.77,36853.10,14832.49,7256.73,7701.78,61296.56,36850.65,14855.64,7255.55
2016-07-16,7701.75,61685.13,37535.62,18669.71,7693.90,7701.75,61664.33,37529.95,19032.65,7698.58,7701.75,61654.54,37522.36,18704.18,7695.82,7702.22,61758.33,37648.16,22021.22,7778.75,7702.22,61767.91,37665.84,22356.99,7791.01,7702.22,61719.40,37626.45,21863.59,7775.99,7704.03,61999.04,37878.33,24411.73,7903.45,7701.88,61592.02,37386.33,15624.56,7503.16,7701.88,61592.70,37377.51,15654.99,7496.64
2016-07-17,7699.31,61424.76,37286.16,19967.86,7653.12,7699.31,61417.37,37295.48,20317.28,7667.82,7699.31,61419.30,37293.40,20002.60,7660.00,7702.22,61509.30,37430.16,23217.10,7762.08,7702.22,61533.56,37459.66,23538.79,7768.48,7702.22,61485.20,37422.69,22980.04,7755.18,7703.22,61786.34,37680.52,25218.49,7863.71,7698.58,61325.98,37164.86,17011.16,7578.73,7698.58,61320.87,37154.14,17074.78,7575.75
2016-07-18,7693.35,60968.22,36513.94,21024.60,7275.44,7693.71,60960.51,36526.59,21345.12,7293.79,7693.31,60956.40,36518.88,21074.90,7288.04,7694.66,61114.93,36700.89,23774.38,7379.07,7695.33,61122.73,36730.33,24004.10,7398.62,7694.66,61066.10,36681.51,23619.42,7381.10,7701.65,61431.68,37020.20,25331.12,7502.77,7693.52,60845.37,36380.17,18097.04,7210.35,7693.38,60856.95,36386.28,18165.52,7205.17
2016-07-19,7690.09,60578.20,36049.52,21337.88,7136.78,7690.09,60583.58,36041.29,21595.07,7130.33,7690.09,60560.27,36033.89,21360.84,7145.08,7690.22,60725.98,36209.09,23845.38,7218.32,7690.34,60738.49,36232.78,24045.08,7230.34,7690.09,60671.07,36183.64,23664.10,7220.27,7694.56,60987.71,36462.68,25323.25,7331.25,7688.47,60429.37,35894.57,18693.43,7072.81,7688.47,60430.30,35896.28,18745.02,7073.57
2016-07-20,7688.54,60623.73,35939.20,21237.23,6975.97,7687.87,60602.85,35912.62,21465.36,6976.03,7687.36,60601.85,35911.20,21247.19,6974.28,7690.09,60742.86,36079.23,23703.82,7065.73,7690.09,60747.17,36085.77,23900.01,7066.55,7690.09,60706.82,36061.87,23495.22,7053.19,7693.25,61023.42,36332.97,25213.99,7163.26,7687.19,60467.45,35782.00,18691.80,6911.57,7687.19,60462.60,35783.75,18733.05,6918.99
2016-07-21,7672.28,59887.22,34704.55,21744.25,6344.41,7672.53,59893.29,34719.20,21901.89,6367.16,7672.20,59890.15,34709.15,21759.42,6362.09,7673.77,60040.02,34891.21,24025.56,6492.76,7673.77,60037.72,34910.26,24151.82,6509.45,7673.77,59970.78,34848.50,23818.13,6479.64,7678.22,60320.32,35174.52,25312.87,6639.74,7666.07,59751.73,34586.37,19435.31,6316.45,7667.47,59753.95,34577.13,19460.97,6301.63
2016-07-22,7573.61,59211.80,33606.49,21516.24,5834.12,7572.18,59187.30,33599.06,21646.51,5841.82,7572.84,59193.46,33604.44,21531.58,5845.12,7581.72,59385.79,33772.04,23674.28,5910.83,7581.71,59366.55,33763.66,23793.02,5908.62,7578.48,59305.94,33724.20,23457.36,5904.78,7592.53,59643.63,33963.59,25007.37,5968.87,7569.32,59103.91,33549.52,19319.01,5826.96,7569.60,59099.84,33535.45,19341.73,5816.98
2016-07-23,7556.39,59068.53,33365.97,20597.86,5747.20,7557.66,59056.22,33376.66,20732.66,5756.98,7557.75,59058.37,33373.40,20599.66,5756.66,7559.99,59188.31,33464.71,22995.28,5777.51,7559.70,59153.61,33445.03,23071.54,5775.33,7558.22,59109.27,33433.44,22637.14,5783.94,7569.47,59419.44,33610.54,24549.62,5822.63,7555.98,58977.22,33313.25,18372.19,5741.78,7555.98,58971.79,33300.70,18389.60,5734.59
2016-07-24,7592.72,59504.88,34019.39,20192.50,5942.54,7593.94,59459.99,34000.76,20297.48,5951.79,7593.61,59482.88,34011.35,20200.29,5951.00,7606.98,59662.62,34150.99,22757.19,6021.67,7605.23,59616.64,34120.24,22785.19,6016.16,7603.78,59570.77,34099.15,22278.69,6016.78,7621.57,59962.63,34354.07,24446.46,6085.38,7586.99,59356.62,33893.71,17866.78,5901.51,7586.99,59357.03,33892.67,17878.81,5900.75
2016-07-25,7678.22,59923.49,35051.07,20179.05,6593.08,7678.22,59882.25,35005.50,20217.34,6581.52,7678.22,59915.10,35035.42,20189.02,6594.87,7678.22,60156.27,35205.01,22670.56,6701.42,7679.22,60095.14,35164.70,22639.80,6693.20,7678.22,60044.95,35113.57,22135.63,6663.63,7684.16,60411.80,35391.59,24383.33,6796.83,7677.32,59793.61,34920.34,17897.04,6524.63,7677.32,59788.80,34907.73,17924.41,6511.97
2016-07-26,7692.58,60702.70,36256.35,19140.41,7148.20,7692.53,60634.19,36196.50,19117.13,7143.23,7692.58,60694.45,36248.96,19141.37,7154.97,7693.40,60866.05,36394.42,21777.35,7234.97,7693.35,60794.52,36344.84,21641.58,7213.83,7692.58,60744.48,36297.51,21154.71,7197.92,7696.41,61206.56,36683.27,23764.98,7330.37,7692.66,60529.88,36089.00,16741.76,7083.75,7692.66,60527.13,36077.29,16745.56,7072.64
2016-07-27,7702.64,61065.66,37029.61,18578.86,7710.49,7702.64,60999.93,36992.09,18415.79,7708.99,7702.64,61045.95,37020.71,18572.83,7719.04,7703.96,61220.56,37193.46,21495.59,7798.87,7703.83,61116.82,37117.99,21249.88,7780.08,7703.22,61071.21,37082.25,20669.47,7771.43,7704.84,61496.42,37438.20,23689.37,7896.97,7702.35,60929.58,36904.16,15646.12,7653.24,7702.35,60926.40,36899.54,15644.26,7650.23
2016-07-28,7705.01,61562.44,37631.94,18450.89,7907.10,7705.01,61479.39,37585.44,18173.52,7902.67,7705.15,61542.14,37624.19,18444.03,7910.09,7706.95,61686.84,37775.44,21626.86,7984.81,7705.01,61578.66,37690.05,21247.39,7952.45,7705.01,61534.44,37667.96,20627.48,7945.14,7709.76,61931.76,37960.27,23923.53,8056.28,7705.01,61382.82,37486.55,15196.14,7862.36,7705.01,61374.79,37482.34,15181.18,7860.52
2016-07-29,7710.21,61864.97,38016.02,17995.08,8040.68,7710.00,61791.46,37979.93,17571.28,8031.11,7710.00,61852.53,38013.16,17976.10,8044.87,7711.63,61986.21,38156.19,21438.04,8107.69,7710.55,61855.72,38066.79,20874.76,8083.86,7710.55,61831.36,38050.48,20154.37,8070.54,7715.13,62201.38,38334.91,23921.12,8209.59,7710.00,61732.53,37883.74,14469.59,7873.85,7710.00,61724.44,37876.54,14429.48,7872.39
2016-07-30,7709.58,62228.57,38567.66,18373.06,8288.17,7709.03,62101.12,38488.88,17770.64,8278.10,7709.37,62183.77,38540.21,18343.14,8292.76,7713.83,62322.29,38713.39,21865.85,8387.83,7710.43,62181.09,38622.98,21099.37,8354.07,7709.58,62111.62,38539.49,20382.68,8323.88,7715.34,62603.83,38956.40,24463.29,8512.63,7707.43,62042.15,38324.49,14546.87,8043.18,7707.43,62033.94,38314.71,14497.59,8035.64
2016-07-31,7710.53,62152.14,38531.94,18953.68,8309.85,7710.16,61983.60,38426.21,18155.26,8295.64,7710.33,62116.70,38513.75,18912.60,8316.22,7714.96,62314.13,38751.49,22374.52,8421.12,7711.19,62046.13,38541.89,21368.39,8373.39,7710.36,62015.07,38511.53,20703.74,8357.13,7716.36,62537.43,38918.00,24805.22,8535.17,7710.16,61923.39,38259.58,14770.33,8063.71,7710.16,61920.00,38251.89,14715.42,8055.72
2016-08-01,7710.36,62006.93,38326.57,19486.31,8225.91,7709.61,61829.80,38218.58,18527.47,8216.97,7710.16,61988.76,38312.97,19425.43,8224.22,7710.88,62137.81,38471.71,22888.22,8304.32,7710.26,61897.91,38316.14,21594.33,8268.24,7710.26,61878.83,38279.32,20978.21,8240.35,7715.31,62420.74,38697.06,25068.98,8410.68,7708.70,61787.86,38091.64,15176.38,8008.14,7708.70,61779.79,38077.82,15075.39,7995.70
2016-08-02,7705.01,61733.53,37902.38,19694.34,8039.58,7705.01,61465.95,37676.57,18517.98,7996.92,7705.01,61717.99,37891.24,19606.26,8033.92,7709.76,61890.97,38072.98,22918.44,8116.84,7705.01,61566.47,37830.62,21374.59,8065.70,7705.21,61535.17,37792.59,20784.95,8050.11,7710.36,62130.83,38237.85,25008.23,8202.01,7705.01,61417.71,37591.67,15417.45,7941.80,7705.01,61404.47,37573.37,15311.59,7927.53
2016-08-03,7704.28,61628.02,37517.28,19855.82,7731.04,7703.22,61386.69,37312.21,18438.20,7675.20,7704.17,61614.07,37509.70,19758.63,7729.28,7704.95,61772.59,37685.49,23157.39,7825.82,7704.17,61438.31,37419.83,21255.49,7752.03,7704.29,61423.92,37401.46,20621.55,7736.55,7705.31,62058.13,37883.62,25148.34,7911.77,7702.64,61349.86,37237.29,15478.63,7621.03,7702.78,61335.35,37227.88,15323.50,7620.84
2016-08-04,7692.48,60871.82,36196.97,20818.68,7072.98,7687.41,60593.84,35947.49,19143.97,7013.01,7692.48,60861.26,36184.76,20709.25,7067.21,7693.35,61056.81,36423.60,23713.08,7185.84,7690.09,60677.14,36078.47,21701.38,7075.60,7688.52,60664.80,36054.09,21188.65,7059.30,7696.08,61380.65,36680.68,25284.93,7284.78,7687.10,60563.94,35880.52,16372.80,6966.28,7687.10,60545.85,35870.61,16163.95,6968.90
2016-08-05,7673.27,60131.26,34789.79,21178.04,6271.53,7640.96,59835.00,34517.02,19405.96,6207.51,7669.20,60114.55,34774.62,21089.44,6269.10,7676.30,60302.94,34985.01,23739.22,6386.33,7661.42,59895.87,34618.67,21668.98,6260.53,7654.82,59881.68,34588.38,21233.90,6243.96,7680.67,60555.16,35166.94,25204.17,6497.32,7638.38,59808.92,34457.11,17033.08,6169.68,7638.41,59796.09,34449.95,16824.04,6169.27
2016-08-06,7571.79,59366.77,33685.08,21580.91,5820.74,7561.34,59086.12,33452.23,19729.92,5786.23,7571.50,59341.46,33659.31,21477.90,5810.62,7579.80,59542.61,33815.25,23865.95,5864.03,7562.48,59118.97,33511.60,21764.45,5811.26,7562.37,59099.98,33481.77,21337.88,5797.69,7585.17,59837.90,33985.90,25215.63,5909.75,7559.27,59064.27,33436.45,17723.60,5782.86,7557.86,59051.33,33410.53,17518.87,5779.47
2016-08-07,7575.14,59424.49,33769.63,21409.82,5807.57,7560.95,59108.19,33511.55,19432.26,5779.43,7575.00,59418.38,33766.48,21300.16,5802.67,7580.44,59657.41,33902.22,23668.27,5854.36,7563.33,59141.22,33564.17,21299.02,5803.09,7562.25,59134.73,33546.52,20910.12,5790.14,7582.72,59898.68,34022.10,24994.95,5881.65,7560.34,59094.52,33494.56,17663.69,5771.04,7560.35,59080.84,33486.63,17451.96,5771.53
2016-08-08,7581.28,59692.50,34042.03,21219.67,5855.78,7576.18,59382.54,33788.99,19186.06,5814.97,7581.02,59680.03,34034.91,21123.51,5853.56,7585.90,59895.33,34123.14,23533.23,5886.40,7576.54,59412.78,33836.66,20817.11,5842.10,7576.63,59402.75,33814.71,20471.59,5826.20,7593.74,60115.13,34219.83,24884.18,5904.10,7574.91,59365.03,33767.59,17606.57,5804.85,7575.08,59359.21,33765.41,17347.53,5805.00
2016-08-09,7630.91,60333.50,34771.49,20167.74,6095.66,7617.97,60091.89,34569.93,17510.84,6041.70,7630.91,60325.72,34770.50,20012.11,6095.64,7635.13,60459.32,34853.74,22818.03,6133.85,7621.57,60101.06,34599.99,19344.80,6063.53,7620.86,60100.58,34586.62,18953.53,6051.28,7642.56,60635.59,34941.82,24646.72,6161.57,7619.38,60085.84,34555.94,15861.54,6029.24,7616.12,60071.92,34540.54,15558.50,6021.35
2016-08-10,7621.61,60447.85,34746.11,20638.66,6030.44,7607.24,60235.18,34562.39,17648.15,5961.37,7621.61,60433.24,34732.55,20465.10,6025.34,7623.70,60568.81,34816.27,23241.24,6051.92,7606.38,60232.78,34568.92,19463.78,5971.71,7607.04,60231.06,34560.77,19069.11,5965.61,7623.59,60739.54,34895.43,24848.53,6064.04,7607.52,60227.88,34552.21,15826.83,5957.21,7607.22,60214.81,34536.07,15508.96,5948.44
2016-08-11,7635.45,60428.39,34797.31,21173.61,6112.64,7626.43,60174.53,34593.26,18059.76,6067.21,7635.40,60419.18,34791.04,21030.81,6109.55,7638.05,60544.70,34877.63,23479.43,6140.28,7624.61,60173.56,34603.12,19712.91,6077.70,7624.73,60174.13,34599.30,19337.47,6073.58,7645.52,60711.72,34965.14,24855.73,6168.79,7625.94,60174.14,34592.04,16419.93,6065.92,7625.94,60166.20,34581.68,15983.85,6058.82
2016-08-12,7682.14,60526.75,35411.56,21256.69,6685.32,7679.64,60284.49,35159.62,18066.38,6571.22,7682.07,60516.06,35381.77,21134.99,6659.98,7683.28,60636.56,35504.56,23409.54,6731.64,7679.05,60282.05,35165.72,19613.21,6579.87,7679.05,60282.24,35158.58,19268.66,6573.31,7685.69,60804.12,35642.71,24791.56,6814.20,7680.12,60285.68,35148.79,16614.96,6552.08,7679.39,60278.03,35140.39,16209.94,6535.28
2016-08-13,7694.32,60782.37,36130.91,20967.72,7133.90,7691.06,60483.19,35827.23,17441.58,7028.16,7694.32,60763.99,36114.58,20814.22,7132.31,7695.22,60901.05,36268.73,23230.71,7217.90,7691.06,60482.12,35840.26,18933.94,7040.62,7691.06,60484.50,35849.48,18621.49,7047.91,7695.85,61081.69,36426.59,24732.14,7314.32,7691.06,60488.32,35825.34,16037.87,7020.93,7688.68,60479.31,35798.39,15652.41,6997.70
2016-08-14,7696.80,61404.38,36775.87,20920.90,7210.28,7692.71,61078.02,36419.46,16998.88,7074.91,7696.80,61391.42,36757.52,20747.45,7201.78,7699.25,61571.33,36975.79,23329.63,7314.26,7693.04,61078.10,36446.53,18487.81,7101.48,7693.04,61082.42,36452.69,18128.01,7104.24,7701.75,61813.38,37165.23,24989.87,7410.82,7692.63,61069.00,36396.11,15612.68,7057.52,7692.27,61049.75,36358.56,15233.06,7036.66
2016-08-15,7699.92,61394.55,36975.42,21277.14,7409.06,7699.15,61071.71,36637.52,17067.40,7289.32,7699.92,61388.05,36969.19,21134.00,7405.26,7701.75,61596.84,37234.87,23720.88,7535.76,7699.30,61067.92,36657.87,18517.58,7310.94,7699.15,61070.21,36656.18,18183.37,7308.74,7701.75,61864.33,37443.26,25263.31,7643.05,7699.15,61063.52,36603.19,15649.18,7261.97,7699.15,61045.20,36580.95,15202.65,7255.12
2016-08-16,7702.64,61543.00,37343.99,21339.24,7630.52,7701.65,61183.41,36975.15,16864.41,7514.12,7702.64,61533.81,37337.88,21205.31,7629.43,7704.17,61731.25,37579.74,23861.14,7752.08,7701.65,61188.20,37034.18,18283.76,7564.30,7701.65,61195.16,37021.78,17985.38,7546.99,7704.26,61978.42,37751.43,25366.57,7839.80,7701.65,61182.37,36952.32,15489.09,7493.08,7701.65,61170.77,36934.85,15017.25,7481.90
2016-08-17,7704.37,61663.69,37603.51,21297.93,7780.73,7703.22,61282.17,37236.16,16543.93,7682.55,7704.17,61655.92,37600.81,21133.44,7783.10,7705.01,61806.30,37749.18,23856.53,7857.81,7703.22,61289.33,37286.97,17941.99,7729.33,7703.22,61284.35,37263.40,17635.39,7710.88,7705.11,62060.54,37940.47,25340.93,7964.32,7703.35,61275.33,37217.48,15288.43,7672.35,7702.76,61263.45,37200.64,14763.39,7664.54
2016-08-18,7704.17,61621.50,37451.15,21014.67,7665.03,7702.94,61259.66,37093.91,16120.31,7560.08,7704.17,61618.68,37452.08,20842.04,7665.08,7705.01,61761.82,37613.00,23595.19,7759.90,7702.65,61276.16,37135.35,17462.55,7582.14,7702.65,61269.49,37117.42,17177.01,7571.15,7705.11,62022.86,37794.07,25165.28,7831.95,7702.53,61260.70,37073.72,14907.20,7541.34,7702.53,61257.69,37008.05,14311.13,7517.78
2016-08-19,7699.31,61040.74,36532.06,21303.56,7265.69,7690.91,60697.78,36139.01,16382.59,7109.18,7699.31,61036.95,36526.99,21150.56,7256.25,7701.65,61275.63,36793.26,23783.25,7369.53,7690.87,60690.41,36154.48,17597.67,7131.46,7690.87,60691.28,36157.92,17351.78,7132.82,7702.64,61523.46,37029.53,25214.39,7493.73,7690.91,60695.60,36124.53,15215.20,7099.48,7690.87,60682.82,36099.32,14664.85,7080.81
2016-08-20,7684.35,60495.83,35418.61,21415.26,6643.92,7678.22,60191.26,35058.80,16609.58,6460.29,7684.19,60496.66,35413.79,21297.22,6641.23,7686.22,60716.61,35723.53,23761.93,6781.25,7678.22,60191.54,35091.64,17662.18,6503.05,7678.22,60186.36,35081.18,17429.91,6488.45,7688.24,60962.69,35947.95,25143.54,6895.15,7677.83,60187.59,35054.91,15524.31,6458.73,7677.67,60178.71,35025.04,15005.56,6436.64
2016-08-21,7684.78,60306.41,35458.09,21741.19,6760.62,7680.50,59985.29,35046.20,17035.14,6587.74,7684.78,60307.89,35450.42,21625.16,6747.31,7685.73,60519.41,35654.85,23914.68,6875.17,7680.50,59983.43,35062.65,17923.25,6601.65,7680.50,59986.22,35072.49,17738.79,6610.79,7687.06,60807.05,35885.98,25197.21,6943.39,7680.50,59990.85,35045.29,16131.24,6588.23,7680.50,59981.80,35029.08,15614.89,6573.60
2016-08-22,7684.89,60439.54,35586.16,21766.10,6818.33,7680.79,60127.10,35168.44,17159.18,6638.71,7684.89,60446.60,35585.99,21688.02,6812.57,7688.19,60611.26,35754.13,23857.96,6910.16,7680.63,60119.40,35183.36,17943.00,6656.86,7680.63,60120.30,35174.40,17775.42,6651.38,7688.28,60879.72,35976.46,25141.40,6965.19,7680.63,60129.72,35165.10,16360.08,6637.52,7680.63,60127.65,35147.25,15890.43,6618.67
2016-08-23,7687.40,60635.65,35788.04,21740.79,6855.67,7683.12,60274.81,35327.04,17076.58,6693.84,7687.40,60643.37,35788.31,21656.39,6851.97,7688.36,60804.95,35956.62,23798.26,6942.46,7683.12,60267.31,35347.96,17817.41,6716.78,7683.12,60274.25,35347.85,17638.40,6712.51,7690.62,61001.89,36142.33,25096.58,7013.55,7683.12,60276.85,35336.64,16357.22,6705.82,7683.12,60281.63,35338.04,15919.09,6704.57
2016-08-24,7696.11,61190.82,36707.47,21204.80,7275.97,7692.53,60835.16,36312.51,16240.50,7144.37,7695.96,61213.40,36724.59,21136.29,7278.35,7696.91,61373.60,36908.56,23403.11,7373.50,7692.53,60822.45,36322.91,16921.45,7161.56,7692.53,60825.81,36309.42,16765.78,7147.62,7698.73,61547.14,37067.01,24888.11,7459.46,7692.53,60827.65,36305.07,15568.06,7146.67,7692.53,60854.32,36312.59,15291.89,7131.55
2016-08-25,7701.75,61485.60,37353.74,20777.20,7701.56,7699.39,61188.04,37031.98,15532.76,7591.57,7701.75,61513.62,37371.92,20721.60,7700.73,7701.85,61649.04,37527.85,23114.33,7768.03,7699.25,61183.30,37048.30,16147.20,7607.94,7699.25,61186.76,37041.95,16012.60,7600.40,7702.73,61824.15,37710.65,24769.09,7872.49,7699.25,61187.74,37020.72,15012.94,7560.65,7699.25,61202.71,37023.62,14768.00,7525.85
2016-08-26,7699.82,61701.44,37337.56,21522.09,7501.21,7693.81,61408.78,36990.38,16014.60,7360.20,7699.82,61708.29,37332.44,21500.03,7498.96,7701.75,61808.52,37478.87,23784.13,7594.42,7694.26,61405.01,37001.22,16632.09,7372.28,7694.26,61405.35,36996.47,16495.80,7368.62,7701.75,61983.17,37662.75,25279.47,7691.10,7693.81,61402.61,36976.92,15464.47,7350.88,7693.81,61416.26,36982.09,15298.09,7331.36
