scenario,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-60d,10800-60d,10800-60d,10800-60d,10800-60d,10800-b,10800-b,10800-b,10800-b,10800-b,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-60d,15000-60d,15000-60d,15000-60d,15000-60d,15000-b,15000-b,15000-b,15000-b,15000-b,21000,21000,21000,21000,21000,Noaction,Noaction,Noaction,Noaction,Noaction,fallx2,fallx2,fallx2,fallx2,fallx2
2016-05-12,7552.39,58782.82,32755.82,20436.32,5631.01,7552.39,58764.92,32733.13,20440.30,5626.26,7552.39,58757.75,32731.51,20440.30,5632.23,7552.39,58751.96,32723.25,20176.29,5630.48,7552.39,58777.36,32756.64,20188.78,5637.35,7552.39,58755.63,32722.13,20176.29,5625.31,7552.39,58737.10,32717.18,19830.18,5633.67,7552.62,58761.85,32739.35,20562.64,5637.17,7552.62,58851.46,32827.04,20562.64,5637.15
2016-05-13,7550.84,58636.82,32709.07,21292.10,5625.48,7550.84,58624.51,32697.16,21293.06,5626.45,7550.84,58609.87,32688.34,21283.44,5632.43,7550.84,58604.45,32679.11,21090.02,5625.22,7550.84,58640.65,32720.58,21091.64,5631.26,7550.84,58606.77,32682.12,21090.02,5624.93,7550.84,58582.42,32669.27,20794.39,5630.12,7550.15,58631.59,32712.86,21372.93,5638.22,7550.15,58714.09,32786.88,21372.93,5630.31
2016-05-14,7551.65,58556.39,32683.98,21208.51,5648.81,7551.65,58540.70,32670.92,21208.51,5653.35,7551.65,58526.48,32661.19,21208.51,5657.59,7552.89,58518.45,32647.53,21017.28,5650.73,7552.89,58556.65,32691.18,21021.02,5657.17,7552.89,58529.43,32660.81,21007.82,5651.03,7551.65,58511.30,32646.03,20703.54,5653.49,7552.89,58552.30,32685.87,21331.20,5660.28,7552.89,58642.81,32769.50,21333.12,5652.91
2016-05-15,7552.19,58561.29,32709.36,21449.95,5656.94,7552.96,58536.06,32690.91,21449.95,5668.13,7552.96,58517.70,32676.51,21449.95,5670.35,7554.29,58512.99,32667.99,21271.62,5662.56,7554.29,58566.69,32725.61,21269.59,5667.59,7554.40,58520.77,32679.92,21269.59,5665.14,7553.31,58505.74,32677.27,20973.29,5673.38,7554.38,58543.27,32702.42,21557.58,5676.62,7554.29,58643.18,32794.29,21561.91,5667.16
2016-05-16,7551.00,58446.91,32594.01,21296.77,5653.18,7551.00,58419.23,32568.26,21302.27,5656.22,7551.00,58400.15,32549.70,21296.77,5656.77,7550.62,58395.94,32547.84,21114.19,5654.91,7550.62,58453.03,32613.70,21114.19,5667.45,7550.62,58400.75,32553.17,21111.79,5654.44,7550.29,58380.31,32547.72,20791.53,5660.67,7551.28,58424.81,32576.03,21399.35,5663.05,7551.28,58529.33,32676.53,21405.94,5657.76
2016-05-17,7563.60,58485.97,32803.87,20165.52,5757.55,7563.60,58476.79,32795.90,20165.52,5757.41,7563.60,58463.52,32783.34,20165.52,5761.48,7562.54,58451.80,32773.57,19940.36,5756.61,7562.45,58491.20,32810.32,19943.13,5754.80,7562.35,58458.57,32779.10,19938.11,5754.28,7561.23,58441.09,32774.30,19616.24,5761.51,7563.88,58480.77,32798.28,20298.17,5761.34,7563.81,58582.99,32897.70,20300.64,5758.83
2016-05-18,7640.03,59381.49,33895.79,19100.95,6118.96,7640.03,59373.98,33889.56,19103.25,6118.32,7639.91,59352.04,33869.29,19100.95,6121.59,7639.91,59360.06,33872.97,18832.56,6113.87,7639.91,59381.50,33896.82,18837.05,6117.26,7639.91,59355.81,33867.99,18830.57,6112.78,7638.37,59349.52,33868.45,18457.75,6116.07,7640.03,59382.10,33899.98,19239.34,6122.97,7640.03,59448.92,33965.77,19239.34,6120.78
2016-05-19,7646.41,59721.27,34179.43,19011.66,6096.00,7646.41,59716.21,34175.03,19014.02,6096.58,7646.41,59692.49,34154.28,19011.66,6103.02,7646.05,59700.30,34159.13,18734.28,6096.31,7646.18,59715.46,34167.89,18748.42,6089.24,7646.09,59699.87,34155.85,18732.37,6092.76,7645.85,59683.68,34145.68,18320.75,6097.16,7646.81,59714.69,34183.13,19176.76,6107.37,7648.07,59800.59,34267.89,19176.76,6102.10
2016-05-20,7639.51,59491.39,33978.26,20647.52,6124.36,7639.11,59471.22,33955.02,20652.79,6121.14,7639.11,59459.92,33949.49,20651.63,6130.85,7638.98,59458.44,33935.00,20388.02,6112.82,7638.98,59498.30,33972.18,20394.74,6109.84,7638.98,59450.00,33926.06,20386.65,6111.80,7638.20,59465.07,33938.78,20005.75,6112.85,7640.80,59473.97,33964.77,20796.87,6130.71,7639.59,59545.99,34031.31,20795.37,6123.74
2016-05-21,7611.39,59247.93,33634.44,21299.58,5989.08,7612.36,59220.85,33609.75,21301.23,5991.48,7611.39,59216.11,33603.10,21299.58,5991.92,7609.32,59211.75,33597.35,21076.05,5987.34,7609.32,59222.70,33608.03,21084.10,5986.31,7609.32,59205.63,33592.87,21074.60,5988.34,7607.97,59204.18,33589.83,20730.63,5986.87,7613.19,59226.56,33622.38,21430.86,5998.01,7613.19,59299.64,33700.03,21430.86,6001.64
2016-05-22,7667.85,59492.83,34119.09,20659.46,6283.26,7667.85,59474.83,34105.69,20664.48,6288.00,7667.85,59474.25,34109.43,20664.99,6293.88,7667.85,59473.13,34097.81,20449.98,6282.79,7667.85,59490.21,34120.65,20466.71,6286.45,7667.85,59469.34,34095.03,20449.98,6283.66,7667.23,59468.68,34091.19,20163.17,6270.23,7667.85,59476.55,34111.28,20795.40,6289.99,7668.01,59540.83,34172.15,20795.40,6285.77
2016-05-23,7676.45,59749.38,34465.89,20446.96,6399.06,7676.45,59735.08,34455.67,20461.11,6396.77,7676.45,59736.97,34452.48,20454.72,6397.84,7676.45,59744.73,34464.92,20288.25,6397.96,7676.45,59748.76,34465.96,20296.83,6401.76,7676.45,59729.78,34447.51,20286.92,6402.34,7676.45,59735.50,34446.67,20028.45,6391.69,7676.45,59736.84,34456.41,20565.03,6396.04,7676.45,59781.16,34506.21,20561.50,6407.77
2016-05-24,7603.18,59393.72,33702.11,20988.91,5958.80,7603.09,59374.19,33679.47,20999.56,5952.94,7603.31,59374.31,33683.91,20995.50,5956.45,7602.85,59373.43,33676.94,20871.72,5956.15,7602.94,59401.64,33707.05,20875.30,5955.49,7603.31,59373.08,33686.21,20871.72,5962.38,7602.76,59379.99,33685.38,20676.18,5961.36,7603.14,59354.56,33665.67,21072.41,5956.91,7603.14,59405.36,33718.29,21060.63,5958.80
2016-05-25,7552.89,58690.71,32760.60,21337.49,5670.79,7552.89,58676.80,32745.76,21338.78,5669.76,7552.89,58672.60,32743.62,21342.17,5672.21,7551.65,58678.58,32745.03,21261.76,5671.10,7551.65,58697.29,32762.42,21268.76,5671.19,7553.51,58678.57,32749.88,21271.33,5675.85,7553.79,58692.79,32752.78,21154.83,5673.61,7552.89,58665.98,32738.53,21385.22,5672.54,7552.89,58711.35,32786.15,21382.27,5670.55
2016-05-26,7542.14,58473.93,32509.40,21028.31,5625.00,7542.14,58446.71,32482.58,21036.95,5624.07,7542.14,58446.89,32485.12,21024.90,5626.82,7541.86,58455.92,32485.31,21009.86,5626.27,7541.86,58468.34,32500.83,21011.40,5626.58,7541.86,58455.33,32491.99,21010.19,5633.40,7542.14,58464.09,32487.76,20981.58,5629.14,7542.04,58439.82,32480.48,21049.22,5626.68,7542.04,58523.16,32563.48,21049.22,5627.59
2016-05-27,7531.42,58204.65,32287.07,20645.81,5578.65,7531.42,58167.92,32249.72,20645.81,5579.99,7531.42,58171.84,32255.48,20645.81,5582.92,7531.65,58177.85,32252.20,20663.54,5583.29,7531.54,58209.83,32286.02,20656.77,5582.93,7531.54,58175.46,32254.90,20664.30,5584.27,7531.93,58196.85,32257.82,20711.42,5584.54,7531.42,58157.28,32248.38,20625.48,5585.72,7531.42,58242.36,32333.17,20633.04,5583.79
2016-05-28,7553.79,58575.58,32740.23,19549.21,5658.03,7553.79,58555.19,32721.29,19541.37,5654.99,7553.79,58556.11,32724.06,19541.37,5660.00,7553.94,58586.26,32742.54,19649.05,5657.93,7553.51,58601.14,32755.71,19644.29,5656.61,7553.51,58583.65,32741.68,19644.29,5664.58,7556.38,58621.32,32768.44,19782.05,5666.37,7553.79,58532.99,32704.84,19489.00,5659.40,7553.79,58589.71,32766.85,19501.29,5661.30
2016-05-29,7596.84,58698.71,33128.03,19606.01,5902.49,7596.84,58682.38,33106.69,19587.09,5894.34,7596.84,58683.25,33111.19,19596.43,5902.29,7600.83,58704.52,33136.28,19793.16,5917.90,7599.01,58721.58,33147.99,19771.27,5914.77,7599.69,58699.62,33129.34,19777.54,5915.02,7604.33,58760.13,33180.77,20051.21,5935.41,7592.72,58665.18,33089.58,19498.09,5887.11,7593.76,58722.23,33148.75,19512.49,5891.20
2016-05-30,7674.87,59016.64,34030.17,19562.36,6585.05,7674.87,59000.51,34022.58,19548.54,6592.86,7674.87,59007.29,34029.08,19560.26,6593.78,7675.04,59055.09,34082.31,19862.54,6618.13,7675.04,59071.52,34100.05,19853.93,6614.57,7675.04,59063.46,34099.38,19864.42,6625.55,7676.09,59134.45,34211.84,20308.20,6669.44,7674.87,58962.90,33980.76,19393.13,6583.88,7674.87,59019.94,34029.18,19386.02,6572.64
2016-05-31,7692.59,59548.59,35087.99,18673.32,7156.46,7692.59,59533.36,35075.69,18659.37,7158.71,7692.59,59534.49,35075.52,18675.44,7157.42,7692.59,59621.65,35144.41,19107.99,7173.48,7695.45,59644.85,35183.38,19103.20,7186.03,7695.45,59635.99,35165.78,19110.43,7179.99,7700.81,59740.10,35276.57,19729.96,7223.62,7692.50,59504.93,35054.63,18377.09,7155.12,7692.50,59555.53,35107.85,18373.44,7156.49
2016-06-01,7699.09,60346.20,35945.92,18830.96,7338.58,7699.05,60370.99,35964.69,18827.42,7337.85,7699.05,60378.86,35972.41,18838.09,7339.53,7699.23,60555.92,36141.77,19464.22,7359.83,7699.23,60569.02,36159.58,19444.95,7367.64,7699.23,60547.47,36131.15,19468.26,7362.40,7702.51,60890.95,36490.95,20340.10,7406.85,7699.05,60348.44,35954.11,18427.17,7333.75,7699.05,60336.24,35942.75,18416.28,7332.07
2016-06-02,7698.25,60152.17,36013.38,19424.20,7570.08,7698.25,60161.36,36022.78,19406.86,7577.45,7698.37,60164.79,36026.21,19428.70,7577.73,7700.58,60306.51,36149.67,20182.16,7593.96,7700.58,60318.38,36154.76,20171.79,7593.17,7700.58,60297.39,36135.75,20206.97,7595.54,7703.47,60662.90,36496.11,21195.41,7624.29,7698.25,60107.67,35975.05,18912.40,7562.78,7698.25,60106.29,35971.41,18905.40,7558.23
2016-06-03,7704.77,60494.09,36523.15,18473.60,7769.28,7704.68,60440.71,36464.83,18468.88,7771.04,7704.68,60451.96,36476.50,18481.01,7771.94,7704.73,60610.85,36626.58,19443.67,7798.21,7704.73,60661.11,36670.58,19445.67,7798.13,7704.73,60664.42,36679.35,19467.23,7803.73,7704.97,61050.79,37052.56,20721.46,7843.60,7704.63,60449.29,36481.36,17867.26,7754.82,7704.63,60447.78,36483.41,17823.27,7755.21
2016-06-04,7710.17,61591.15,37864.23,17003.01,8107.29,7710.17,61631.69,37894.45,17012.25,8105.04,7710.17,61632.36,37900.88,17044.22,8110.80,7711.13,61721.80,37983.17,18264.98,8133.51,7711.13,61696.59,37955.67,18262.38,8135.15,7711.13,61709.52,37970.15,18310.30,8139.06,7711.73,61980.70,38210.38,19904.71,8181.65,7710.08,61549.03,37822.76,16120.65,8093.35,7710.08,61530.58,37811.33,16065.47,8092.29
2016-06-05,7711.73,61902.73,38318.81,16229.23,8289.92,7711.73,61902.85,38309.14,16229.23,8283.99,7711.73,61918.04,38328.30,16247.82,8288.63,7711.91,61996.90,38420.28,17920.68,8331.95,7711.91,62030.33,38448.92,17905.49,8333.09,7711.91,62029.39,38443.38,17949.34,8329.90,7716.36,62322.55,38709.64,19915.00,8393.98,7711.73,61811.59,38213.17,15239.93,8257.12,7711.73,61806.77,38215.04,15219.30,8255.50
2016-06-06,7710.70,61908.57,38355.67,16846.29,8330.51,7710.70,61936.23,38371.31,16823.23,8325.57,7710.70,61934.97,38375.48,16838.26,8328.84,7711.53,62051.69,38506.77,18764.62,8372.16,7711.73,62052.75,38507.49,18724.15,8378.11,7711.73,62059.20,38510.75,18764.62,8376.59,7715.31,62362.25,38807.75,21068.75,8465.74,7710.60,61842.34,38249.13,15474.69,8209.30,7710.60,61815.27,38221.48,15481.28,8201.46
2016-06-07,7701.65,61370.91,37094.33,18626.04,7528.01,7701.65,61400.83,37121.66,18553.49,7530.49,7701.65,61386.51,37096.51,18589.42,7521.06,7702.22,61535.53,37256.19,20657.99,7571.51,7702.22,61553.17,37268.80,20596.68,7571.72,7702.22,61559.52,37270.31,20641.75,7569.68,7702.76,61864.79,37561.52,22739.03,7653.12,7701.65,61307.41,37018.15,17177.32,7495.24,7701.65,61239.26,36959.06,17188.46,7496.59
2016-06-08,7676.63,60168.71,34894.55,20158.19,6374.01,7676.63,60197.11,34929.77,20115.82,6387.91,7676.63,60188.82,34917.22,20150.66,6382.19,7676.63,60331.95,35053.82,21941.69,6417.82,7676.63,60349.97,35073.35,21892.45,6422.27,7676.63,60351.87,35089.76,21946.22,6441.48,7680.73,60591.30,35314.67,23794.46,6533.56,7672.52,60095.21,34790.38,18775.81,6311.69,7671.47,60056.52,34759.79,18775.52,6326.68
2016-06-09,7543.27,58942.94,33062.63,21113.25,5697.35,7543.27,58962.51,33082.38,21096.29,5701.97,7543.27,58955.40,33070.77,21120.76,5699.03,7546.95,59092.42,33166.50,22735.54,5701.69,7546.95,59095.42,33168.32,22721.47,5708.76,7547.23,59103.90,33172.79,22769.77,5705.22,7553.87,59328.05,33320.90,24134.08,5728.44,7541.86,58879.47,33007.65,19834.24,5676.91,7541.79,58840.85,32977.66,19802.34,5686.87
2016-06-10,7541.06,58696.28,32935.33,21308.68,5686.66,7541.35,58718.98,32954.36,21297.36,5688.51,7541.35,58749.33,32978.04,21330.95,5679.45,7544.06,58869.79,33066.06,22849.56,5690.19,7544.06,58885.38,33083.42,22847.77,5699.82,7544.06,58879.56,33071.66,22873.06,5695.54,7550.87,59152.19,33267.28,24192.86,5717.86,7541.20,58637.38,32885.90,20185.90,5669.78,7539.62,58597.51,32862.21,20169.79,5678.10
2016-06-11,7579.44,59396.09,33799.22,19485.31,5830.42,7579.18,59419.85,33816.93,19488.17,5822.29,7579.18,59417.41,33820.72,19524.28,5830.98,7585.03,59584.53,33959.54,21252.75,5854.10,7584.65,59603.29,33968.21,21248.69,5849.74,7584.65,59606.87,33969.81,21283.71,5852.29,7597.69,59945.65,34257.42,23052.74,5904.35,7577.51,59305.74,33709.04,18211.68,5802.60,7577.14,59272.50,33683.93,18148.15,5804.97
2016-06-12,7575.63,59612.93,33864.90,19685.60,5801.12,7575.53,59622.50,33865.99,19674.86,5802.01,7575.65,59626.53,33873.91,19709.48,5806.42,7581.35,59817.02,34041.48,21669.49,5833.80,7581.09,59849.32,34064.46,21641.25,5835.01,7581.35,59854.12,34070.79,21690.52,5839.26,7587.53,60197.23,34345.79,23623.23,5880.67,7571.54,59491.30,33731.73,18162.73,5778.14,7571.54,59492.49,33742.46,18113.38,5781.93
2016-06-13,7572.86,59431.61,33692.63,20968.05,5790.84,7572.35,59462.95,33715.95,20971.25,5792.52,7572.67,59464.58,33717.78,21004.60,5790.70,7576.84,59680.76,33911.21,22956.25,5817.06,7579.39,59707.78,33931.95,22938.91,5824.61,7578.45,59713.60,33938.13,22998.82,5828.16,7585.60,60016.09,34162.07,24609.00,5854.66,7566.85,59340.94,33590.23,19399.48,5763.12,7566.72,59318.33,33575.02,19342.14,5763.53
2016-06-14,7571.90,59388.37,33681.80,21190.53,5799.95,7571.60,59409.86,33698.74,21205.84,5804.80,7571.60,59418.11,33699.04,21229.03,5794.54,7578.93,59634.14,33898.00,23176.44,5829.11,7579.53,59655.88,33911.19,23181.98,5836.03,7579.54,59668.16,33922.20,23220.21,5835.58,7583.41,59993.45,34156.71,24818.65,5858.74,7567.77,59287.13,33567.98,19404.82,5770.26,7565.85,59273.39,33565.78,19340.95,5775.54
2016-06-15,7589.46,59138.37,33588.71,22037.17,5930.75,7590.98,59169.48,33610.94,22030.77,5930.35,7590.71,59174.39,33615.00,22078.40,5932.47,7597.95,59360.73,33784.03,23759.04,5965.82,7600.61,59396.02,33816.64,23759.04,5974.49,7600.24,59400.90,33814.75,23784.87,5968.91,7611.23,59721.72,34063.47,25060.89,6006.30,7578.17,59048.29,33477.88,20499.87,5886.63,7577.70,59030.84,33470.92,20426.33,5889.42
2016-06-16,7638.47,59387.56,34085.24,21255.49,6191.77,7639.02,59405.87,34095.61,21255.49,6191.47,7638.65,59412.88,34103.52,21280.39,6193.09,7643.23,59590.22,34268.81,23098.75,6259.15,7645.63,59639.75,34322.65,23102.12,6274.27,7646.53,59624.27,34303.13,23150.95,6273.91,7670.38,59963.01,34602.04,24524.75,6361.36,7634.02,59292.50,33975.85,19582.50,6143.64,7632.02,59273.26,33958.72,19516.71,6141.00
2016-06-17,7671.63,59843.41,34640.25,21482.20,6397.03,7671.63,59879.11,34669.27,21492.11,6396.84,7672.31,59881.09,34674.49,21510.35,6401.16,7676.87,60080.89,34907.06,23344.41,6501.65,7676.87,60115.03,34935.90,23346.21,6509.65,7676.87,60117.44,34932.02,23366.77,6505.07,7680.86,60392.38,35186.49,24718.58,6605.61,7670.48,59757.80,34528.34,19717.54,6351.26,7670.48,59724.02,34494.98,19648.79,6341.22
2016-06-18,7612.16,59342.39,33918.88,21236.92,6076.90,7611.95,59382.01,33944.13,21259.43,6077.91,7611.95,59383.29,33943.25,21272.05,6079.23,7617.41,59552.50,34101.11,23015.90,6117.98,7618.15,59588.53,34131.78,23014.51,6125.80,7618.34,59589.22,34138.14,23044.93,6132.40,7635.93,59904.17,34377.45,24385.63,6168.36,7606.19,59236.45,33806.27,19612.51,6050.93,7606.07,59194.54,33772.23,19528.12,6052.41
2016-06-19,7678.22,60015.88,35015.62,20151.69,6644.29,7678.22,60042.98,35036.58,20173.48,6644.40,7678.22,60043.16,35035.50,20202.23,6643.51,7678.35,60204.87,35208.50,22133.92,6708.86,7678.38,60244.34,35233.81,22136.73,6710.70,7678.38,60234.52,35238.99,22171.00,6727.37,7683.15,60507.00,35444.52,23960.64,6771.62,7678.22,59911.89,34884.83,18227.66,6589.06,7678.22,59876.83,34851.80,18131.39,6580.09
2016-06-20,7678.35,59998.20,35069.05,20039.36,6732.97,7678.35,60020.86,35097.05,20054.85,6741.14,7678.35,60020.97,35101.76,20083.73,6745.52,7681.63,60198.30,35284.18,22235.19,6802.02,7681.63,60220.63,35288.66,22229.80,6794.39,7681.77,60221.72,35298.16,22255.35,6804.50,7684.19,60503.90,35528.65,24122.51,6876.80,7675.36,59879.56,34926.18,17960.82,6671.02,7675.36,59838.89,34886.36,17858.52,6669.38
2016-06-21,7685.12,60348.25,35527.61,19244.40,6832.09,7685.12,60343.36,35526.19,19242.49,6834.49,7685.12,60345.84,35526.72,19268.69,6833.51,7685.73,60539.64,35728.26,21813.85,6900.01,7685.73,60567.52,35751.05,21783.64,6905.09,7685.73,60570.91,35761.28,21822.98,6911.93,7690.80,60928.14,36082.58,23964.82,6984.48,7684.78,60232.90,35395.80,17007.84,6779.29,7684.75,60228.74,35399.58,16948.06,6788.06
2016-06-22,7685.16,60316.65,35399.28,19360.46,6782.81,7685.16,60312.80,35411.46,19333.68,6798.68,7685.16,60317.42,35398.31,19360.46,6781.34,7684.89,60509.61,35646.13,22175.51,6853.18,7684.89,60520.16,35661.03,22122.24,6867.60,7684.89,60525.49,35658.31,22153.47,6859.36,7690.61,60876.20,35977.69,24446.86,6953.68,7684.12,60225.64,35276.24,16947.92,6717.61,7684.12,60218.06,35277.54,16915.45,6715.87
2016-06-23,7597.66,59555.94,33982.11,20753.32,5986.30,7597.68,59551.58,33985.91,20726.34,5997.33,7597.68,59558.31,33993.01,20731.73,5995.11,7605.93,59750.18,34158.67,23328.44,6034.90,7606.35,59758.83,34166.85,23295.32,6040.87,7606.35,59755.34,34157.74,23311.95,6033.98,7621.45,60057.86,34379.51,25034.88,6072.82,7590.50,59433.26,33869.88,18285.99,5955.61,7588.50,59429.75,33866.04,18292.60,5961.61
2016-06-24,7551.03,58911.57,33106.11,20804.29,5699.36,7551.24,58918.03,33113.55,20718.24,5705.05,7551.12,58922.43,33112.34,20725.69,5694.06,7551.45,59066.57,33199.02,23104.57,5702.39,7551.45,59071.13,33199.49,23072.50,5707.44,7551.45,59072.73,33199.27,23079.90,5708.96,7556.32,59328.55,33340.08,24620.50,5711.10,7547.42,58809.41,33029.40,18425.86,5685.25,7547.33,58797.17,33028.42,18497.55,5697.19
2016-06-25,7543.79,58701.18,32935.18,20354.37,5662.53,7543.79,58706.71,32940.03,20290.68,5665.85,7543.79,58705.28,32934.99,20292.88,5661.38,7543.89,58858.70,33032.23,22660.57,5667.81,7543.89,58870.17,33039.87,22603.04,5669.57,7543.89,58865.13,33036.77,22606.91,5672.41,7554.59,59161.06,33229.73,24291.18,5686.64,7542.77,58599.73,32851.57,18139.91,5647.60,7542.77,58590.46,32848.72,18185.24,5653.83
2016-06-26,7560.70,58913.86,33322.01,20132.54,5747.06,7560.81,58923.32,33325.21,20119.09,5753.63,7560.70,58921.77,33320.46,20118.22,5750.11,7562.39,59097.72,33433.91,22509.43,5771.19,7562.88,59103.65,33450.28,22445.35,5774.56,7562.99,59093.01,33441.34,22429.10,5768.70,7579.94,59487.42,33747.61,24218.00,5819.47,7556.30,58814.98,33232.42,18033.81,5735.69,7556.78,58824.47,33233.46,18101.11,5737.59
2016-06-27,7660.19,59457.92,34374.21,19507.63,6267.10,7660.70,59458.55,34368.86,19524.71,6271.60,7661.61,59463.39,34367.60,19520.31,6260.39,7673.69,59723.72,34588.44,22008.16,6368.77,7673.77,59684.52,34580.38,21964.35,6358.89,7673.77,59677.93,34581.90,21942.80,6362.14,7677.67,60101.97,34948.91,23947.47,6501.38,7644.55,59341.32,34223.43,17355.09,6193.96,7644.66,59322.63,34210.74,17396.43,6197.44
2016-06-28,7690.03,59768.24,35475.00,18478.70,7155.68,7690.03,59777.01,35479.31,18545.24,7155.56,7690.03,59770.60,35470.66,18519.62,7152.52,7692.08,60022.12,35753.55,21336.42,7260.66,7692.08,60034.05,35744.45,21346.88,7257.24,7692.08,60031.70,35753.99,21321.90,7258.45,7701.32,60453.23,36037.30,23658.98,7358.47,7687.42,59641.66,35306.11,15974.03,7067.87,7687.42,59630.99,35295.68,15974.03,7070.45
